idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
16	Ändra säkerhetsinställningar genom att använda SQL-uttrycken GRANT och REVOKE	ändra säkerhetsinställningar genom att använda sql-uttrycken grant och revoke	C O O O C O O O O	ändra säkerhetsinställningar genom att sql-uttrycken grant använda och revoke	C O O O O O F O O
17	Använda DISTINCT i en mängdfunktionsreferens , till exempel SUM-DISTINCT-Pris	använda distinct i en mängdfunktionsreferens till exempel sum-distinct-pris	C O O O O O O O	distinct i en mängdfunktionsreferens till exempel sum-distinct-pris använda	O O O O O O O F
18	Begränsa antalet rader som en fråga returnerar genom att använda villkoret LIMIT TO nn ROWS	begränsa antalet rader som en fråga returnerar genom att använda villkoret limit to nn rows	C O O O O O C O O C O O O O O	antalet begränsa rader som en fråga returnerar genom att villkoret limit använda to nn rows	O F O O O O C O O O O F O O O
19	Varför ska jag undvika att blanda frågor som skapats i olika ANSI SQL-frågelägen ?	varför ska jag undvika att blanda frågor som skapats i olika ansi sql-frågelägen	O C O C O C O O C O O O O	varför ska jag undvika att blanda frågor som skapats i olika ansi sql-frågelägen	O C O C O C O O C O O O O
20	ANSI SQL är standardfrågeläget när du skapar nya Access-databaser i 2002- och 2000-filformat	ansi sql är standardfrågeläget när du skapar nya access-databaser i 2002- och 2000-filformat	O O C O O O C O O O O O O	ansi sql är standardfrågeläget när du skapar nya access-databaser i 2002- och 2000-filformat	O O C O O O C O O O O O O
21	ANSI-89 är standardinställningen för nya Access-databaser i 2002- och 2000-filformat .	ansi-89 är standardinställningen för nya access-databaser i 2002- och 2000-filformat	O C O O O O O O O O	ansi-89 är standardinställningen för nya access-databaser i 2002- och 2000-filformat	O C O O O O O O O O
22	Du kan inte ange SQL-frågeläge för nya databaser till ANSI-92 i 2000-filformat eftersom det alternativet är inaktiverat .	du kan inte ange sql-frågeläge för nya databaser till ansi-92 i 2000-filformat eftersom det alternativet är inaktiverat	O C O C O O O O O O O O O O O C C	du inte sql-frågeläge ange för nya databaser till kan ansi-92 i 2000-filformat eftersom är det alternativet inaktiverat	O O O C O O O O F O O O O F O O C
23	ANSI-89 är den enda frågelägesinställning som är tillgänglig för databaser i filformatet för Access 2000 .	ansi-89 är den enda frågelägesinställning som är tillgänglig för databaser i filformatet för access 2000	O C O O O O C O O O O O O O O	ansi-89 den enda frågelägesinställning som är tillgänglig är för databaser i filformatet för access 2000	O O O O O F O F O O O O O O O
24	Om att använda anslutningsfiler	om att använda anslutningsfiler	O O C O	om att använda anslutningsfiler	O O C O
25	I en anslutningsfil lagras information om en anslutning till en datakälla ( t.ex en OLE DB-datakälla ) och informationen som hör till anslutningen .	i en anslutningsfil lagras information om en anslutning till en datakälla t.ex en ole db-datakälla och informationen som hör till anslutningen	O O O C O O O O O O O O O O O O O O C O O	i en anslutningsfil information om en anslutning lagras till en datakälla t.ex en ole db-datakälla och informationen som hör till anslutningen	O O O O O O O F O O O O O O O O O O C O O
26	I Microsoft Access kan du använda en anslutningsfil för att knyta en eller flera dataåtkomstsidor till en datakälla .	i microsoft access kan du använda en anslutningsfil för att knyta en eller flera dataåtkomstsidor till en datakälla	O O O C O C O O O O C O O O O O O O	i kan microsoft access använda du en anslutningsfil för att en eller flera dataåtkomstsidor till en datakälla knyta	O F O O F O O O O O O O O O O O O F
27	När du öppnar en sida läser Access anslutningsfilen som är länkad till sidan och ansluter sidan till rätt datakälla med hjälp av anslutningsfilens innehåll .	när du öppnar en sida läser access anslutningsfilen som är länkad till sidan och ansluter sidan till rätt datakälla med hjälp av anslutningsfilens innehåll	O O C O O C O O O C C O O O C O O O O O O O O O	när du en sida öppnar läser access anslutningsfilen är som länkad till sidan och sidan till rätt datakälla med hjälp av anslutningsfilens innehåll ansluter	O O O O F C O O F O C O O O O O O O O O O O O F
28	En anslutningsfil har något av följande filformat :	en anslutningsfil har något av följande filformat	O O C O O O O	en anslutningsfil något har av följande filformat	O O O F O O O
29	Ett filformat som använder HTML och XML för att lagra anslutningsinformationen .	ett filformat som använder html och xml för att lagra anslutningsinformationen	O O O C O O O O O C O	ett filformat som använder html och xml för att lagra anslutningsinformationen	O O O C O O O O O C O
30	Du kan visa eller redigera innehållet i filen i en textredigerare .	du kan visa eller redigera innehållet i filen i en textredigerare	O C C O C O O O O O O	du kan visa eller innehållet redigera i filen i en textredigerare	O C C O O F O O O O O
31	Fördelar med att använda en anslutningsfil	fördelar med att använda en anslutningsfil	O O O C O O	fördelar med att använda en anslutningsfil	O O O C O O
32	Om du använder en anslutningsfil blir det enklare att använda dataåtkomstsidor som hör ihop .	om du använder en anslutningsfil blir det enklare att använda dataåtkomstsidor som hör ihop	O O C O O C O O O C O O C O	om använder du en anslutningsfil det blir enklare använda att dataåtkomstsidor som ihop hör	O F O O O O F O F O O O O F
33	Sidor som ansluts till en gemensam datakälla kan ha en gemensam anslutningsfil .	sidor som ansluts till en gemensam datakälla kan ha en gemensam anslutningsfil	O C C O O O O C O O O O	sidor kan ha en gemensam anslutningsfil som ansluts till en gemensam datakälla	O C C O O O O C O O O O
34	Om du flyttar eller kopierar datakällan behöver du inte uppdatera egenskapen ConnectionString för varje beroende sida utan bara redigera anslutningsinformationen i anslutningsfilen och ange rätt sökväg eller databas för sidorna .	om du flyttar eller kopierar datakällan behöver du inte uppdatera egenskapen connectionstring för varje beroende sida utan bara redigera anslutningsinformationen i anslutningsfilen och ange rätt sökväg eller databas för sidorna	O O C O C O C O O C O O O O O O O O C O O O O C O O O O O O	om du flyttar eller kopierar datakällan du inte behöver uppdatera egenskapen connectionstring för varje beroende sida utan bara anslutningsinformationen redigera i anslutningsfilen och rätt sökväg eller databas ange för sidorna	O O C O C O O O F C O O O O O O O O O F O O O O O O O F O O
35	Länka en sida till en anslutningsfil	länka en sida till en anslutningsfil	C O O O O O	länka en sida till en anslutningsfil	C O O O O O
36	När du skapar en dataåtkomstsida kan du välja om du vill länka sidan till en anslutningsfil eller bara använda en anslutningsfil utan att skapa en länk .	när du skapar en dataåtkomstsida kan du välja om du vill länka sidan till en anslutningsfil eller bara använda en anslutningsfil utan att skapa en länk	O O C O O C O C O O C C O O O O O O C O O O O C O O	när skapar du en dataåtkomstsida välja kan du om vill du länka sidan till en anslutningsfil eller bara använda en anslutningsfil utan att en länk skapa	O F O O O F F O O F O C O O O O O O C O O O O O O F
37	Du kan också välja om du vill använda en befintlig anslutningsfil eller skapa en ny .	du kan också välja om du vill använda en befintlig anslutningsfil eller skapa en ny	O C O C O O C C O O O O C O O	du också kan välja om vill du använda en befintlig anslutningsfil eller skapa en ny	O O F C O F O C O O O O C O O
38	Länka till en anslutningsfil	länka till en anslutningsfil	C O O O	till en anslutningsfil länka	O O O F
39	När du upprättar en länk mellan anslutningsfilen och en sida anges namnet på filen för egenskapen ConnectionFile för sidan .	när du upprättar en länk mellan anslutningsfilen och en sida anges namnet på filen för egenskapen connectionfile för sidan	O O C O O O O O O O C O O O O O O O O	när du upprättar en länk mellan anslutningsfilen och en sida namnet på filen för egenskapen connectionfile för sidan anges	O O C O O O O O O O O O O O O O O O F
40	Varje gång du öppnar sidan läser Access anslutningsfilen , tolkar anslutningsinformationen och anger egenskapen ConnectionString för sidan .	varje gång du öppnar sidan läser access anslutningsfilen tolkar anslutningsinformationen och anger egenskapen connectionstring för sidan	O O C O O O C O C O O C O O O O	varje gång läser access anslutningsfilen du öppnar sidan tolkar anslutningsinformationen och egenskapen connectionstring för sidan anger	O O C O O O C O C O O O O O O F
41	Använda en anslutningsfil utan att skapa en länk	använda en anslutningsfil utan att skapa en länk	C O O O O C O O	en anslutningsfil använda utan att skapa en länk	O O F O O C O O
42	När du skapar en sida kan du använda innehållet i en anslutningsfil för att ange egenskapen ConnectionString för sidan men välja att inte skapa en länk mellan sidan och anslutningsfilen .	när du skapar en sida kan du använda innehållet i en anslutningsfil för att ange egenskapen connectionstring för sidan men välja att inte skapa en länk mellan sidan och anslutningsfilen	O O C O O C O C O O O O O O C O O O O O C O O C O O O O O O	när du en sida skapar du kan använda innehållet i en anslutningsfil för ange att egenskapen connectionstring för sidan men välja att inte skapa en länk mellan sidan och anslutningsfilen	O O O O F O F C O O O O O F O O O O O O C O O C O O O O O O
43	Ändra anslutningsinformationen för en sida	ändra anslutningsinformationen för en sida	C O O O O	anslutningsinformationen ändra för en sida	O F O O O
44	När en anslutningsfil används	när en anslutningsfil används	O O O C	när en anslutningsfil används	O O O C
45	Antingen ändrar du egenskapen ConnectionFile för sidan så att den leder till en annan anslutningsfil , eller också redigerar du anslutningsfilen i en textredigerare .	antingen ändrar du egenskapen connectionfile för sidan så att den leder till en annan anslutningsfil eller också redigerar du anslutningsfilen i en textredigerare	O C O O O O O O O O C O O O O O O C O O O O O	antingen du egenskapen connectionfile för sidan ändrar så att den leder till en annan anslutningsfil eller också redigerar du anslutningsfilen i en textredigerare	O O O O O O F O O O C O O O O O O C O O O O O
46	Om du väljer att redigera anslutningsfilen måste du tänka på att alla andra sidor som använder anslutningsfilen också påverkas av de ändringar som du gör .	om du väljer att redigera anslutningsfilen måste du tänka på att alla andra sidor som använder anslutningsfilen också påverkas av de ändringar som du gör	O O C O C O C O C O O O O O O C O O O O C O O O C	om du väljer att redigera anslutningsfilen du tänka måste på att alla andra sidor också påverkas av de ändringar som använder anslutningsfilen som du gör	O O C O C O O F F O O O O O O C O O O O C O O O C
47	Om du redigerar egenskapen ConnectionString för en sida som är länkad till en anslutningsfil bryts länken och egenskapen ConnectionFile får ett nullvärde .	om du redigerar egenskapen connectionstring för en sida som är länkad till en anslutningsfil bryts länken och egenskapen connectionfile får ett nullvärde	O O C O O O O O O C C O O O C O O O O C O O	om du egenskapen connectionstring för en sida redigerar är som länkad till en anslutningsfil bryts länken och får egenskapen connectionfile ett nullvärde	O O O O O O O F F O C O O O C O O F O O O O
48	När ingen anslutningsfil används	när ingen anslutningsfil används	O O O C	när ingen anslutningsfil används	O O O C
49	Antingen skapar du en länk mellan sidan och en anslutningsfil genom att ange egenskapen ConnectionFile , eller också redigerar du egenskapen ConnectionString .	antingen skapar du en länk mellan sidan och en anslutningsfil genom att ange egenskapen connectionfile eller också redigerar du egenskapen connectionstring	O C O O O O O O O O O O C O O O O C O O O	antingen du en länk mellan sidan och en anslutningsfil skapar ange genom att egenskapen connectionfile eller också du redigerar egenskapen connectionstring	O O O O O O O O O F F O O O O O O O F O O
50	När du skapar en länk anger Access egenskapen ConnectionString automatiskt med hjälp av innehållet i anslutningsfilen .	när du skapar en länk anger access egenskapen connectionstring automatiskt med hjälp av innehållet i anslutningsfilen	O O C O O C O O O O O O O O O O	när du skapar en länk access anger egenskapen connectionstring automatiskt med hjälp av innehållet i anslutningsfilen	O O C O O O F O O O O O O O O O
51	Om att konvertera en dataåtkomstsida från en tidigare version	om att konvertera en dataåtkomstsida från en tidigare version	O O C O O O O O O	om att konvertera en dataåtkomstsida från en tidigare version	O O C O O O O O O
52	En sida som har skapats med Microsoft Access 2000 måste konverteras innan den kan användas i Access 2002 .	en sida som har skapats med microsoft access 2000 måste konverteras innan den kan användas i access 2002	O O C C O C C O O O O O O C C O O O	en sida måste konverteras som med microsoft skapats access 2000 har innan den kan i access användas 2002	O O C C O O O F O O F O O C O O F O
53	Öppna sidan i designläget i Access 2002 .	öppna sidan i designläget i access 2002	C O O O O O O	sidan öppna i designläget i access 2002	O F O O O O O
54	Access skapar en säkerhetskopia av sidan ( sidfilnamn.bak.htm ) på samma plats som den ursprungliga filen för dataåtkomstsidan .	access skapar en säkerhetskopia av sidan sidfilnamn.bak.htm på samma plats som den ursprungliga filen för dataåtkomstsidan	O C O O O O O O O O O O O O O O	access en säkerhetskopia skapar av sidan sidfilnamn.bak.htm på samma plats som den ursprungliga filen för dataåtkomstsidan	O O O F O O O O O O O O O O O O
55	Om du vill återställa Access 2000-versionen av sidan tar du bort den konverterade filen , ändrar tillbaka namnet på säkerhetskopian och ansluter sidan till databasen .	om du vill återställa access 2000-versionen av sidan tar du bort den konverterade filen ändrar tillbaka namnet på säkerhetskopian och ansluter sidan till databasen	O O C C O O O O C O O O O O C O O O O O C O O O	om återställa du vill access 2000-versionen av sidan tar du bort den konverterade filen tillbaka namnet på säkerhetskopian ändrar ansluter och sidan till databasen	O F O F O O O O C O O O O O O O O O F F O O O O
56	Om dataåtkomstsidan innehåller några Microsoft Office Web Components-element ( en pivottabellista , ett diagram eller ett kalkylblad ) kan bara användare med en giltig Microsoft Office XP-licens använda komponenterna .	om dataåtkomstsidan innehåller några microsoft office web components-element en pivottabellista ett diagram eller ett kalkylblad kan bara användare med en giltig microsoft office xp-licens använda komponenterna	O O C O O O O O O O O O O O O C O O O O O O O O C O	om dataåtkomstsidan några microsoft office web components-element innehåller en pivottabellista ett diagram eller ett kalkylblad kan bara användare med en giltig microsoft office xp-licens använda komponenterna	O O O O O O O F O O O O O O O C O O O O O O O O C O
57	Om att analysera data	om att analysera data	O O C O	om att analysera data	O O C O
58	I Microsoft Access kan du analysera data med flera olika metoder .	i microsoft access kan du analysera data med flera olika metoder	O O O C O C O O O O O	i microsoft kan access du analysera data med flera olika metoder	O O F O O C O O O O O
59	Skapa en korsfråga	skapa en korsfråga	C O O	skapa en korsfråga	C O O
60	Med en korsfråga kan du beräkna och strukturera om data för enklare analys .	med en korsfråga kan du beräkna och strukturera om data för enklare analys	O O O C O C O O O O O C O	med en korsfråga kan du beräkna data för enklare analys strukturera och om	O O O C O C O O O O F O O
61	Korsfrågor beräknar summor , medelvärden och andra funktioner för data som är grupperade efter två typer av information : längs den vänstra sidan av databladet respektive tvärs över den övre kanten .	korsfrågor beräknar summor medelvärden och andra funktioner för data som är grupperade efter två typer av information längs den vänstra sidan av databladet respektive tvärs över den övre kanten	O C O O O O O O O O C C O O O O O O O O O O O O O O O O O	korsfrågor beräknar summor medelvärden och andra funktioner för data som efter två typer är grupperade av information längs den vänstra sidan av databladet respektive tvärs över den övre kanten	O C O O O O O O O O O O O F F O O O O O O O O O O O O O O
62	2 En korsfråga som bygger på urvalsfrågan	2 en korsfråga som bygger på urvalsfrågan	O O O O C O O	2 en korsfråga som bygger på urvalsfrågan	O O O O C O O
63	Lägga till en pivottabellista på en dataåtkomstsida	lägga till en pivottabellista på en dataåtkomstsida	C O O O O O O	lägga till en pivottabellista på en dataåtkomstsida	C O O O O O O
64	En pivottabellista är en interaktiv tabell som du kan använda för att analysera data dynamiskt i en webbläsare .	en pivottabellista är en interaktiv tabell som du kan använda för att analysera data dynamiskt i en webbläsare	O O C O O O O O C C O O C O O O O O	en pivottabellista är en interaktiv tabell använda som kan du analysera för att data dynamiskt i en webbläsare	O O C O O O F O C O F O O O O O O O
65	Användarna kan ändra pivottabellistans layout i körtid .	användarna kan ändra pivottabellistans layout i körtid	O C C O O O O	användarna kan pivottabellistans ändra layout i körtid	O C O F O O O
66	De kan flytta fälten som visas i rad- , kolumn- och dataområdet i pivottabellistan eller lägga till och ta bort fält i listan .	de kan flytta fälten som visas i rad- kolumn- och dataområdet i pivottabellistan eller lägga till och ta bort fält i listan	O C C O O C O O O O O O O O C O O C O O O O	de fälten kan flytta som i visas rad- kolumn- och dataområdet i pivottabellistan eller lägga till och bort fält i listan ta	O O F F O O F O O O O O O O C O O O O O O F
67	Användarna kan också filtrera , sortera och gruppera data .	användarna kan också filtrera sortera och gruppera data	O C O C C O C O	användarna filtrera kan också sortera och data gruppera	O F F O C O O F
68	Följande bild visar en pivottabellista på dataåtkomstsidan Order .	följande bild visar en pivottabellista på dataåtkomstsidan order	O O C O O O O O	följande bild en pivottabellista på dataåtkomstsidan order visar	O O O O O O O F
69	Visa ett datablad eller formulär i pivottabelläget	visa ett datablad eller formulär i pivottabelläget	C O O O O O O	visa ett datablad eller formulär i pivottabelläget	C O O O O O O
70	Access 2002 innehåller ett pivottabelläge för datablad och formulär .	access 2002 innehåller ett pivottabelläge för datablad och formulär	O O C O O O O O O	access 2002 innehåller ett pivottabelläge för datablad och formulär	O O C O O O O O O
71	I det här läget kan du skapa en interaktiv rapport med hjälp av de underliggande fälten för databladet eller formuläret .	i det här läget kan du skapa en interaktiv rapport med hjälp av de underliggande fälten för databladet eller formuläret	O O O O C O C O O O O O O O O O O O O O	i det här läget du en interaktiv rapport kan med hjälp skapa av de underliggande fälten för databladet eller formuläret	O O O O O O O O F O O F O O O O O O O O
72	Läget bygger på en Microsoft Office-pivottabellkomponent , vilket innebär att du kan göra allt som du kan göra i en pivottabellista .	läget bygger på en microsoft office-pivottabellkomponent vilket innebär att du kan göra allt som du kan göra i en pivottabellista	O C O O O O O C O O C C O O O C C O O O	läget bygger på en microsoft office-pivottabellkomponent vilket innebär kan göra att du allt som du kan göra i en pivottabellista	O C O O O O O C F F O O O O O C C O O O
73	Du kan lägga till fält i vyn , flytta eller ta bort fält och filtrera , sortera och gruppera data .	du kan lägga till fält i vyn flytta eller ta bort fält och filtrera sortera och gruppera data	O C C O O O O C O C O O O C C O C O	du till fält lägga i vyn kan flytta eller ta bort fält och filtrera sortera gruppera och data	O O O F O O F C O C O O O C C F O O
74	Följande bild visar tabellen Anställda i pivottabelläget .	följande bild visar tabellen anställda i pivottabelläget	O O C O O O O	följande bild tabellen anställda i pivottabelläget visar	O O O O O O F
75	Anpassa layouten för en pivottabellvy	anpassa layouten för en pivottabellvy	C O O O O	layouten anpassa för en pivottabellvy	O F O O O
76	Du kan kontrollera hur data presenteras i en pivotabellvy genom att anpassa layouten .	du kan kontrollera hur data presenteras i en pivotabellvy genom att anpassa layouten	O C C O O C O O O O O C O	du kan kontrollera hur data presenteras i en pivotabellvy genom att anpassa layouten	O C C O O C O O O O O C O
77	Med en annan layout kan du beräkna och jämföra sammanfattade värden för olika element i dina data , eller visa sammanfattningar för en delmängd av informationen .	med en annan layout kan du beräkna och jämföra sammanfattade värden för olika element i dina data eller visa sammanfattningar för en delmängd av informationen	O O O O C O C O C O O O O O O O O O C O O O O O O	med en annan layout du kan beräkna och sammanfattade värden för olika element i dina data jämföra eller sammanfattningar för en delmängd av informationen visa	O O O O O F C O O O O O O O O O F O O O O O O O F
78	Använda släppområden	använda släppområden	C O	släppområden använda	O F
79	Du ändrar layout genom att flytta fälten till fördefinierade släppområden i pivottabellvyns arbetsyta .	du ändrar layout genom att flytta fälten till fördefinierade släppområden i pivottabellvyns arbetsyta	O C O O O C O O O O O O O	du ändrar layout genom att fälten till fördefinierade släppområden i flytta pivottabellvyns arbetsyta	O C O O O O O O O O F O O
80	Du kan dra ytterligare fält till området även när släppområdets bildtext täcks efter att du flyttat fält dit .	du kan dra ytterligare fält till området även när släppområdets bildtext täcks efter att du flyttat fält dit	O C C O O O O O O O O C O O O C O O	du dra kan ytterligare fält till området även när släppområdets bildtext täcks efter att du fält flyttat dit	O F F O O O O O O O O C O O O O F O
81	Flytta fält till rad- eller kolumnområden	flytta fält till rad- eller kolumnområden	C O O O O O	flytta fält till rad- eller kolumnområden	C O O O O O
82	När du flyttar ett fält till radområdet , visas unika dataelement inom fältet nedåt längs raderna i pivottabellvyn .	när du flyttar ett fält till radområdet visas unika dataelement inom fältet nedåt längs raderna i pivottabellvyn	O O C O O O O C O O O O O O O O O	när flyttar du ett fält till radområdet visas unika dataelement inom fältet nedåt längs raderna i pivottabellvyn	O F O O O O O C O O O O O O O O O
83	När du flyttar ett fält till kolumnområdet , visas unika dataelement längs kolumnerna .	när du flyttar ett fält till kolumnområdet visas unika dataelement längs kolumnerna	O O C O O O O C O O O O	när du flyttar ett fält till kolumnområdet unika dataelement visas längs kolumnerna	O O C O O O O O O F O O
84	Flytta fält till detaljområdet	flytta fält till detaljområdet	C O O O	fält flytta till detaljområdet	O F O O
85	Om du vill se sammanlagda data eller detaljdata från den underliggande datakällan , flyttar du fälten till detaljområdet .	om du vill se sammanlagda data eller detaljdata från den underliggande datakällan flyttar du fälten till detaljområdet	O O C C O O O O O O O O C O O O O	om du vill se sammanlagda data eller detaljdata från den underliggande datakällan du flyttar fälten till detaljområdet	O O C C O O O O O O O O O F O O O
86	Flytta fält till filterområdet	flytta fält till filterområdet	C O O O	fält flytta till filterområdet	O F O O
87	Om du filtrerar data kan du begränsa vyn till en viss del av tillgängliga data .	om du filtrerar data kan du begränsa vyn till en viss del av tillgängliga data	O O C O C O C O O O O O O O O	om du filtrerar data du begränsa kan vyn till en viss del av tillgängliga data	O O C O O F F O O O O O O O O
88	Om du till exempel flyttar fältet Produkter till filterområdet , kan du visa data för en produkt i taget .	om du till exempel flyttar fältet produkter till filterområdet kan du visa data för en produkt i taget	O O O O C O O O O C O C O O O O O O	om du till exempel flyttar fältet produkter till filterområdet kan du visa data för en produkt i taget	O O O O C O O O O C O C O O O O O O
89	Flytta rad- och kolumnfält till en högre eller lägre nivå	flytta rad- och kolumnfält till en högre eller lägre nivå	C O O O O O O O O O	rad- flytta och kolumnfält till en högre eller lägre nivå	O F O O O O O O O O
90	De fält som ligger närmast detaljdata när en vy innehåller flera rader och kolumner benämns inre fält .	de fält som ligger närmast detaljdata när en vy innehåller flera rader och kolumner benämns inre fält	O O C O O O C O O O O O C O O O O	de fält benämns inre fält som ligger närmast detaljdata när en vy innehåller flera rader och kolumner	O O C O O O C O O O O O C O O O O
91	De övriga fälten är yttre fält .	de övriga fälten är yttre fält	O O O C O O	de övriga fälten yttre är fält	O O O O F O
92	Du kan växla mellan inre och yttre fält .	du kan växla mellan inre och yttre fält	O C C O O O O O	du kan växla mellan inre och yttre fält	O C C O O O O O
93	4 Det inre fältets element upprepas för varje element i det yttre fältet .	4 det inre fältets element upprepas för varje element i det yttre fältet	O O O O O C O O O O O O O	4 det inre fältets element upprepas för varje element i det yttre fältet	O O O O O C O O O O O O O
94	Lägga till och ta bort fält	lägga till och ta bort fält	C O O O C O	till fält lägga och ta bort	O O F O C O
95	Pivotabellvyns layout behöver inte inkludera alla tillgängliga fält från den underliggande datakällan .	pivotabellvyns layout behöver inte inkludera alla tillgängliga fält från den underliggande datakällan	O O C O C O O O O O O O	pivotabellvyns layout behöver inte alla tillgängliga fält från den underliggande datakällan inkludera	O O C O O O O O O O O F
96	Du kan dessutom ta bort fält som du inte vill se i layouten längre .	du kan dessutom ta bort fält som du inte vill se i layouten längre	O C O C O O O O O C C O O O	du dessutom ta bort kan fält vill se som du inte i layouten längre	O O F O F O F F O O O O O O
97	Anpassa layouten för en pivotdiagramvy	anpassa layouten för en pivotdiagramvy	C O O O O	anpassa layouten för en pivotdiagramvy	C O O O O
98	Du ändrar layout genom att flytta fälten till fördefinierade släppområden i diagrammets arbetsyta .	du ändrar layout genom att flytta fälten till fördefinierade släppområden i diagrammets arbetsyta	O C O O O C O O O O O O O	du ändrar layout genom att flytta fälten till fördefinierade släppområden i diagrammets arbetsyta	O C O O O C O O O O O O O
