idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
23	Die lysting word aangepas in ooreenstemming met die statistiek vir die bladsye wat besoek is .	die lysting word aangepas in ooreenstemming met die statistiek vir die bladsye wat besoek is	O O C C O O O O O O O O O C C	die lysting word aangepas in ooreenstemming met die statistiek vir die bladsye wat is besoek	O O C C O O O O O O O O O F F
24	'n Soekvenstertjie is beskikbaar op alle bladsye op die webtuiste .	'n soekvenstertjie is beskikbaar op alle bladsye op die webtuiste	O O C O O O O O O O	'n soekvenstertjie beskikbaar op alle bladsye is op die webtuiste	O O O O O O F O O O
25	Wanneer 'n soekterm ingesleutel word , sal die volledige webtuiste vir die bepaalde woord (e) deursoek word .	wanneer 'n soekterm ingesleutel word sal die volledige webtuiste vir die bepaalde woord (e) deursoek word	O O O C C C O O O O O O O O C C	wanneer ingesleutel 'n soekterm word die volledige webtuiste vir die bepaalde woord (e) sal word deursoek	O F O O C O O O O O O O O F F F
26	Skakels na eksterne webtuistes word aangedui deur die woorde ' buiteskakel - maak 'n nuwe venster oop ' , wat in 'n venstertjie sal verskyn wanneer jou merker oor die skakel beweeg word .	skakels na eksterne webtuistes word aangedui deur die woorde buiteskakel maak 'n nuwe venster oop wat in 'n venstertjie sal verskyn wanneer jou merker oor die skakel beweeg word	O O O O C C O O O O C O O O O O O O O C C O O O O O O C C	skakels na eksterne webtuistes word aangedui deur die woorde buiteskakel maak 'n nuwe venster oop wat sal verskyn in 'n venstertjie wanneer jou merker oor die skakel beweeg word	O O O O C C O O O O C O O O O O F F O O O O O O O O O C C
27	Die webtuiste sal 'n nuwe deurblaai-venster oopmaak .	die webtuiste sal 'n nuwe deurblaai-venster oopmaak	O O C O O O C	die webtuiste 'n nuwe deurblaai-venster sal oopmaak	O O O O O F C
28	Hoe gereeld gaan die inligting bygewerk word ?	hoe gereeld gaan die inligting bygewerk word	O O O O C C C	hoe gereeld gaan word die inligting bygewerk	O O C F O O F
29	Die webtuiste sal op 'n voortdurende basis bygewerk word .	die webtuiste sal op 'n voortdurende basis bygewerk word	O O C O O O O C C	die webtuiste sal op 'n voortdurende basis bygewerk word	O O C O O O O C C
30	Ons beleid is om inligting te verskaf soos en wanneer dit beskikbaar word .	ons beleid is om inligting te verskaf soos en wanneer dit beskikbaar word	O O C O O O C O O O O O C	ons beleid om inligting te soos is en verskaf wanneer dit beskikbaar word	O O O O O O F O F O O O C
31	Die ontwikkelaars van die Regeringsdienste-webtuiste kan egter nie die resentheid waarborg van inligting wat gepubliseer word op ander webtuistes waarheen daar skakels verskaf word nie .	die ontwikkelaars van die regeringsdienste-webtuiste kan egter nie die resentheid waarborg van inligting wat gepubliseer word op ander webtuistes waarheen daar skakels verskaf word nie	O O O O O C O O O O C O O O O C C O O O O O O C C	die ontwikkelaars kan van die regeringsdienste-webtuiste egter waarborg nie die resentheid van inligting wat gepubliseer word op ander webtuistes waarheen daar skakels verskaf word nie	O O F O O O O F O O O O O O C C O O O O O O C C O
32	Sien Terme en Voorwaardes , par. 4.3 .	sien terme en voorwaardes par. 4.3	C O O O O O	terme en sien voorwaardes par. 4.3	O O F O O O
33	Regeringsdepartemente neem self eienaarskap van hul inligting op die webtuiste .	regeringsdepartemente neem self eienaarskap van hul inligting op die webtuiste	O C O O O O O O O O	regeringsdepartemente self neem eienaarskap van hul inligting op die webtuiste	O O F O O O O O O O
34	Hierdie funksie is toegewys aan departementele kontakbestuurders wat verantwoordelik is vir die inligting wat op die webtuiste gepubliseer word .	hierdie funksie is toegewys aan departementele kontakbestuurders wat verantwoordelik is vir die inligting wat op die webtuiste gepubliseer word	O O C C O O O O O C O O O O O O O C C	hierdie funksie aan departementele kontakbestuurders wat toegewys verantwoordelik is vir die inligting is wat op die webtuiste gepubliseer word	O O O O O O F O F O O O F O O O O C C
35	Regeringskommunikasie ( GCIS ) is verantwoordelik vir die oorkoepelende bestuur en koördinering van die webtuiste se inhoud .	regeringskommunikasie gcis is verantwoordelik vir die oorkoepelende bestuur en koördinering van die webtuiste se inhoud	O O C O O O O O O O O O O O O	regeringskommunikasie gcis verantwoordelik vir die oorkoepelende bestuur en is koördinering van die webtuiste se inhoud	O O O O O O O O F O O O O O O
36	Die vernaamste formaat vir inligting op die webtuiste is HTML .	die vernaamste formaat vir inligting op die webtuiste is html	O O O O O O O O C O	die vernaamste formaat vir inligting op die webtuiste is html	O O O O O O O O C O
37	Die PDF-weergawes van dokumente ( bv. wette , vorms ) word egter verskaf om die oorspronklike uitleg daarvan te behou .	die pdf-weergawes van dokumente bv. wette vorms word egter verskaf om die oorspronklike uitleg daarvan te behou	O O O O O O O C O C O O O O O O C	die pdf-weergawes word verskaf van dokumente bv. wette vorms egter om die oorspronklike uitleg daarvan te behou	O O F F O O O O O O O O O O O O C
38	Ten einde PDF-dokumente te kan oopmaak , moet jy Adobe Acrobat Reader 4 of hoër op jou rekenaar geïnstalleer hê .	ten einde pdf-dokumente te kan oopmaak moet jy adobe acrobat reader 4 of hoër op jou rekenaar geïnstalleer hê	O O O O C C C O O O O O O O O O O O C	ten einde pdf-dokumente te kan oopmaak jy adobe hê acrobat moet reader 4 of hoër op jou rekenaar geïnstalleer	O O O O C C O O F O F O O O O O O O O
39	Dit sal dokumente regstreeks in jou blaaier oopmaak .	dit sal dokumente regstreeks in jou blaaier oopmaak	O C O O O O O C	dit sal dokumente regstreeks in jou blaaier oopmaak	O C O O O O O C
40	Soms neem dit lank om PDF-dokumente oop te maak .	soms neem dit lank om pdf-dokumente oop te maak	O C O O O O O O C	soms dit lank neem om pdf-dokumente maak oop te	O O O F O O F O O
41	In daardie geval beveel ons aan dat jy dit na jou rekenaar aflaai en liewer van daar af oopmaak .	in daardie geval beveel ons aan dat jy dit na jou rekenaar aflaai en liewer van daar af oopmaak	O O O C O O O O O O O O C O O O O O C	in daardie geval beveel ons aan dat jy dit aflaai na jou rekenaar en liewer van daar af oopmaak	O O O C O O O O O F O O O O O O O O C
42	Gebruik jou muis om regs te klik op die dokument wat jy graag wil aflaai .	gebruik jou muis om regs te klik op die dokument wat jy graag wil aflaai	C O O O O O C O O O O O O C C	gebruik jou muis om regs klik te op die dokument wat aflaai jy wil graag	C O O O O F O O O O O F O C O
43	In die tuimel-kieslys wat verskyn , kies ' Save Target As ' .	in die tuimel-kieslys wat verskyn kies save target as	O O O C O O O O C	in die tuimel-kieslys wat verskyn kies save target as	O O O O C C O O O
44	In die ' Save As ' -venstertjie , kies die plek op jou hardeskyf waar jy die dokument wil stoor en klik op die ' Save ' knoppie .	in die save as -venstertjie kies die plek op jou hardeskyf waar jy die dokument wil stoor en klik op die save knoppie	O O O O O C O O O O O O O O O O C C C O O O O	in die save as kies -venstertjie die plek op jou hardeskyf stoor wil waar jy die dokument en klik op die save knoppie	O O O O F O O O O O O F F O O O O O C O O O O
45	Die lêer sal afgelaai word na die plek wat jy aangedui het .	die lêer sal afgelaai word na die plek wat jy aangedui het	O O C C C O O O O O C C	die lêer sal afgelaai word na die plek wat jy aangedui het	O O C C C O O O O O C C
46	Maak jou Acrobat Reader toepassing oop en maak daarna die dokumente wat jy afgelaai het oop .	maak jou acrobat reader toepassing oop en maak daarna die dokumente wat jy afgelaai het oop	C O O O O O O C O O O O O O C C	jou acrobat reader toepassing oop en maak daarna die dokumente oop afgelaai wat jy het maak	O O O O O O F O O O O F O O C F
47	Gebruik jou muis , en skuif en klik ( linkerkantste muisklik ) op die skakel na die dokument wat jy wil stoor .	gebruik jou muis en skuif en klik linkerkantste muisklik op die skakel na die dokument wat jy wil stoor	C O O O C O C O O O O O O O O O O C C	gebruik jou muis en skuif en linkerkantste muisklik op die skakel na die dokument klik wat jy wil stoor	C O O O C O O O O O O O O O F O O C C
48	In die ' Save As ' venstertjie , kies die plek op jou hardeskyf waar jy die dokument wil stoor en klik op die ' Save ' knoppie .	in die save as venstertjie kies die plek op jou hardeskyf waar jy die dokument wil stoor en klik op die save knoppie	O O O O O C O O O O O O O O O O C C C O O O O	in die save as venstertjie die plek kies op jou hardeskyf waar jy stoor die dokument wil en klik op die save knoppie	O O O O O O O F O O O O O F O O F O C O O O O
49	Die lêer sal afgelaai word na die plek wat jy aangedui het .	die lêer sal afgelaai word na die plek wat jy aangedui het	O O C C C O O O O O C C	die lêer sal word afgelaai na die plek het wat aangedui jy	O O C F F O O O F O C O
50	Maak jou Acrobat Reader toepassing oop en maak daarna ook die dokumente wat jy afgelaai het oop .	maak jou acrobat reader toepassing oop en maak daarna ook die dokumente wat jy afgelaai het oop	C O O O O O O C O O O O O O O C C	jou acrobat reader toepassing oop en maak maak daarna ook die dokumente wat jy het afgelaai oop	O O O O O O F C O O O O O O F F O
51	Hulp nodig met probleme wat op die webtuiste ervaar word ?	hulp nodig met probleme wat op die webtuiste ervaar word	O O O O O O O O C C	hulp nodig met probleme wat ervaar word op die webtuiste	O O O O O F F O O O
52	Kontak ons asseblief ( electronic@gcis.gov.za ) indien jy enige probleme met die webtuiste ondervind .	kontak ons asseblief electronic@gcis.gov.za indien jy enige probleme met die webtuiste ondervind	C O O O O O O O O O O C	kontak ons asseblief electronic@gcis.gov.za indien jy enige probleme ondervind met die webtuiste	C O O O O O O O F O O O
53	Indien 'n vereniging , maatskappy of beslote korporasie nie sy skuld kan of wil betaal nie en ook nie sy verpligtinge kan nakom nie ( weens insolvensie , wanbestuur of om enige ander rede ) mag die Direkteur-generaal van Handel en Nywerheid 'n sakeonderneming onder administrasie plaas of laat likwideer .	indien 'n vereniging maatskappy of beslote korporasie nie sy skuld kan of wil betaal nie en ook nie sy verpligtinge kan nakom nie weens insolvensie wanbestuur of om enige ander rede mag die direkteur-generaal van handel en nywerheid 'n sakeonderneming onder administrasie plaas of laat likwideer	O C O O O O O O O O O O C O O O O O O O O O O C O C C O O O O O O C C O O O O O O O O O C C	indien betaal 'n vereniging kan maatskappy of beslote korporasie nie sy skuld of nie en wil ook nie sy verpligtinge kan nakom nie weens insolvensie wanbestuur of om enige ander rede mag die direkteur-generaal van handel en nywerheid 'n sakeonderneming onder administrasie plaas of laat likwideer	O F O O F O O O O O O O O O O F O O O O C C O O O O O O O O O C O O O O O O O O O O C O C C
54	'n Vereniging of 'n voorlopige vereniging , enige lid van die vereniging of enige ander belanghebbende persoon mag by die hof aansoek doen dat die Direkteur-generaal die vereniging of voorlopige vereniging onder administrasie plaas of likwideer .	'n vereniging of 'n voorlopige vereniging enige lid van die vereniging of enige ander belanghebbende persoon mag by die hof aansoek doen dat die direkteur-generaal die vereniging of voorlopige vereniging onder administrasie plaas of likwideer	O O O O O O O O O O O O O O O O C O O O O C O O O O O O O O O O C O C	'n vereniging of 'n voorlopige vereniging mag enige lid van die vereniging of enige ander belanghebbende persoon by die hof doen aansoek dat die direkteur-generaal die vereniging of voorlopige vereniging plaas onder administrasie of likwideer	O O O O O O F O O O O O O O O O O O O O F O O O O O O O O O F O O O C
55	Indien die hof beslis dat die vereniging of voorlopige vereniging gelikwideer moet word , sal dit ook beslis hoe die vereniging of voorlopige vereniging se bates gelykop en regverdig verdeel moet word .	indien die hof beslis dat die vereniging of voorlopige vereniging gelikwideer moet word sal dit ook beslis hoe die vereniging of voorlopige vereniging se bates gelykop en regverdig verdeel moet word	O C O O C O O C O O O O O O C C C O O O O O O O O O O O C C C	indien beslis die hof dat die vereniging of voorlopige vereniging word gelikwideer moet sal dit ook beslis hoe die vereniging of voorlopige vereniging se bates gelykop en regverdig verdeel moet word	O F O O O O O O O O F F F C O O C O O O O O O O O O O O C C C
56	In sy beslissing sal die hof enige moontlike aanbevelings deur die Direkteur-generaal oor die verdeling van bates in ag neem .	in sy beslissing sal die hof enige moontlike aanbevelings deur die direkteur-generaal oor die verdeling van bates in ag neem	O O O C O O O O O O O O O O O O O O O C	in sy beslissing die hof sal enige moontlike aanbevelings deur die direkteur-generaal oor die verdeling van bates in ag neem	O O O O O F O O O O O O O O O O O O O C
57	Indien die Direkteur-generaal , of 'n vereniging of voorlopige vereniging , of enige lid van die vereniging , of enige ander belanghebbende persoon aansoek doen dat 'n vereniging of voorlopige vereniging deur die Direkteur-generaal onder administrasie geplaas of gelikwideer moet word , kan die Minister beslis ingevolge watter prosedure die Direkteur-generaal die vereniging of voorlopige vereniging onder administrasie moet plaas of likwideer .	indien die direkteur-generaal of 'n vereniging of voorlopige vereniging of enige lid van die vereniging of enige ander belanghebbende persoon aansoek doen dat 'n vereniging of voorlopige vereniging deur die direkteur-generaal onder administrasie geplaas of gelikwideer moet word kan die minister beslis ingevolge watter prosedure die direkteur-generaal die vereniging of voorlopige vereniging onder administrasie moet plaas of likwideer	O C O O C O O O O O O O O O O O O O O O O O O O O C O O O O O O O O O O O C O C C C O O O O O O O O O O O O C C O C	indien die direkteur-generaal of 'n vereniging of voorlopige vereniging of enige lid van die vereniging of doen enige ander belanghebbende persoon aansoek dat moet 'n vereniging of voorlopige vereniging geplaas deur die direkteur-generaal onder administrasie gelikwideer word of die minister kan beslis ingevolge watter prosedure die direkteur-generaal die vereniging of voorlopige vereniging onder administrasie moet plaas of likwideer	O O O O O O O O O O O O O O O O F O O O O O O F O O O O O F O O O O O C F O O O F C O O O O O O O O O O O O C C O C
58	Die Minister kan onder sulke omstandighede ook die magte en pligte van die Direkteur-generaal , die registrasiebeampte , die vereniging , die lede en belanghebbende partye uiteensit .	die minister kan onder sulke omstandighede ook die magte en pligte van die direkteur-generaal die registrasiebeampte die vereniging die lede en belanghebbende partye uiteensit	O O C O O O O O O O O O O O O O O O O O O O O C	die minister onder sulke omstandighede ook die magte en pligte van die direkteur-generaal uiteensit die registrasiebeampte kan die vereniging die lede en belanghebbende partye	O O O O O O O O O O O O O F O O F O O O O O O O
59	In die geval van 'n maatskappy of beslote korporasie ( BK ) kan enige belanghebbende party , direkteur of ouditeur van die maatskappy , die Suid-Afrikaanse Inkomstediens ( SAID ) of die Registrateur van Maatskappye om die deregistrasie van 'n maatskappy of BK aansoek doen .	in die geval van 'n maatskappy of beslote korporasie bk kan enige belanghebbende party direkteur of ouditeur van die maatskappy die suid-afrikaanse inkomstediens said of die registrateur van maatskappye om die deregistrasie van 'n maatskappy of bk aansoek doen	O O O O O O O O O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O C	in die geval van 'n maatskappy of beslote korporasie bk kan enige belanghebbende party direkteur of ouditeur van die maatskappy die suid-afrikaanse inkomstediens said of die registrateur van maatskappye om die deregistrasie van 'n maatskappy of bk aansoek doen	O O O O O O O O O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O C
60	Hierdie voorkeurbehandeling is egter net van toepassing op organisasies wat aan die bepalings van die Wet op Organisasies sonder Winsoogmerk , 1997 en verwante wetgewing voldoen .	hierdie voorkeurbehandeling is egter net van toepassing op organisasies wat aan die bepalings van die wet op organisasies sonder winsoogmerk 1997 en verwante wetgewing voldoen	O O C O O O O O O O O O O O O O O O O O O O O O C	hierdie voorkeurbehandeling is egter net van toepassing op organisasies wat aan die bepalings van die wet op organisasies sonder winsoogmerk 1997 en verwante wetgewing voldoen	O O C O O O O O O O O O O O O O O O O O O O O O C
61	'n Maatskappy wat ooreenkomstig Artikel 21 van die Maatskappywet , 1973 ingelyf is .	'n maatskappy wat ooreenkomstig artikel 21 van die maatskappywet 1973 ingelyf is	O O O O O O O O O O C C	'n maatskappy ingelyf is wat ooreenkomstig artikel 21 van die maatskappywet 1973	O O F F O O O O O O O O
62	So 'n artikel 21-maatskappy moet 'n akte van oprigting as stigtingsdokument hê en by die Registrateur van Maatskappye geregistreer wees .	so 'n artikel 21-maatskappy moet 'n akte van oprigting as stigtingsdokument hê en by die registrateur van maatskappye geregistreer wees	O O O O C O O O O O O C O O O O O O C C	so 'n artikel 21-maatskappy moet 'n akte hê van oprigting as stigtingsdokument en by die registrateur van maatskappye wees geregistreer	O O O O C O O F O O O O O O O O O O F F
63	Die trust moet by die Meester van die Hooggeregshof geregistreer wees .	die trust moet by die meester van die hooggeregshof geregistreer wees	O O C O O O O O O C C	die trust moet by die meester van die hooggeregshof geregistreer wees	O O C O O O O O O C C
64	Dit moet 'n vrywillige vereniging van persone wees wie se sake ooreenkomstig 'n grondwet gereël word .	dit moet 'n vrywillige vereniging van persone wees wie se sake ooreenkomstig 'n grondwet gereël word	O C O O O O O C O O O O O O C C	dit 'n vrywillige moet vereniging van persone wees wie se sake ooreenkomstig 'n grondwet word gereël	O O O F O O O C O O O O O O F F
