idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
11	Men so mongum , sum tóku í móti honum , teimum gav hann mátt til at verða Guðs börn , teimum , sum trúgva á navn hansara , sum ikki eru gitnir av blóði , ei heldur av holds vilja , ei heldur av mans vilja , men av Guði .	men so mongum sum tóku í móti honum teimum gav hann mátt til at verða guðs börn teimum sum trúgva á navn hansara sum ikki eru gitnir av blóði ei heldur av holds vilja ei heldur av mans vilja men av guði	O O O O C O O O O O O O O O C O O O O O O O O O O O O O O O O C O O O C O C O O O C	men so mongum tóku sum í móti honum teimum hann mátt til at guðs verða börn teimum sum trúgva sum á navn hansara ikki av blóði gitnir ei heldur av gav holds vilja ei heldur av eru mans vilja men av guði	O O O F O O O O O O O O O O C O O O F O O O O O O O C O O O F O O O O O F O O O O O
12	Og orðið varð hold og tók búgv okkara millum , og vit skoðaðu dýrd hansara , dýrd , sum einborin sonur hevur frá faðir sínum , fulla av náði og sannleika .	og orðið varð hold og tók búgv okkara millum og vit skoðaðu dýrd hansara dýrd sum einborin sonur hevur frá faðir sínum fulla av náði og sannleika	O O C O O C O O O O O C O O O O O O C O O O O O O O O	og orðið varð hold og búgv okkara tók millum og vit dýrd hansara hevur dýrd sum einborin sonur skoðaðu frá faðir sínum fulla av náði og sannleika	O O C O O O O F O O O O O F O O O O F O O O O O O O O
13	"Jóhannes vitnar um hann og rópar og sigur : "" Hetta var hann , sum eg segði um : Tann , sum kemur aftan á meg , er komin undan mær ; tí at hann var fyrr enn eg . """	jóhannes vitnar um hann og rópar og sigur hetta var hann sum eg segði um tann sum kemur aftan á meg er komin undan mær tí at hann var fyrr enn eg	O C O O O C O C O C O O O C O O C C O O O O O C O O O O C O O O	jóhannes vitnar um hann og rópar og hetta var hann sigur sum eg segði um tann sum aftan kemur á meg er komin undan mær tí at hann var fyrr enn eg	O C O O O C O O F O F O O C O O O O F O O C C O O O O O C O O O
14	Tí at av fylling hansara hava vit allir fingið , og tað náði oman á náði ; tí at lógin varð givin við Mósesi , náðin og sannleikin komu við Jesusi Kristi .	tí at av fylling hansara hava vit allir fingið og tað náði oman á náði tí at lógin varð givin við mósesi náðin og sannleikin komu við jesusi kristi	O O O O O O O O O O O O C O O C O O C C O O O O O C O O O	tí at av fylling hansara vit allir fingið hava og tað náði oman á náði tí at lógin varð givin við mósesi náðin og sannleikin við jesusi komu kristi	O O O O O O O F F O O O O O O O O O C C O O O O O O O F O
15	Eingin hevur á nökrum sinni sæð Guð ; hin einborni sonurin , sum er í fangi faðirsins , hann hevur kunngjört hann .	eingin hevur á nökrum sinni sæð guð hin einborni sonurin sum er í fangi faðirsins hann hevur kunngjört hann	O C O O O C O O O O O C O O O O C C O	eingin á nökrum sinni guð sæð hevur hin einborni sonurin sum í fangi faðirsins er kunngjört hann hevur hann	O O O O O C F O O O O O O O F F O F O
16	"Og hetta er vitnisburður Jóhannesar , tá ið Jödarnir sendu prestar og Levitar frá Jerúsalem til tess at spyrja hann : "" Hvör ert tú ? """	og hetta er vitnisburður jóhannesar tá ið jödarnir sendu prestar og levitar frá jerúsalem til tess at spyrja hann hvör ert tú	O O C O O O O O C O O O O O O O O C O O C O	og hetta er vitnisburður jóhannesar tá ið jödarnir sendu prestar og levitar frá jerúsalem til tess at spyrja hann hvör ert tú	O O C O O O O O C O O O O O O O O C O O C O
17	"Og hann ásannaði og noktaði ikki , og hann ásannaði : "" Eg eri ikki Kristus . """	og hann ásannaði og noktaði ikki og hann ásannaði eg eri ikki kristus	O O C O C O O O C O C O O	og hann ásannaði og ikki noktaði og hann ásannaði eri eg ikki kristus	O O C O O F O O C F O O O
18	"Og teir spurdu hann : "" Hvat tá ?"	og teir spurdu hann hvat tá	O O C O O O	og teir hann hvat spurdu tá	O O O O F O
19	"Ert tú Elia ? """	ert tú elia	C O O	ert tú elia	C O O
20	"Hann sigur : "" Ikki eri eg tað . """	hann sigur ikki eri eg tað	O C O C O O	hann ikki eri sigur eg tað	O O F F O O
21	""" Ert tú profeturin ? """	ert tú profeturin	C O O	ert tú profeturin	C O O
22	"Og hann svaraði : "" Nei . """	og hann svaraði nei	O O C O	og hann svaraði nei	O O C O
23	"Teir sögdu tá við hann : "" Hvör ert tú ?"	teir sögdu tá við hann hvör ert tú	O C O O O O C O	teir tá ert við hann hvör tú sögdu	O O F O O O O F
24	fyri at vit kunnu geva teimum svar , sum hava sent okkum .	fyri at vit kunnu geva teimum svar sum hava sent okkum	O O O C C O O O C C O	fyri at vit kunnu geva teimum svar sum okkum sent hava	O O O C C O O O O C F
25	"Hvat sigur tú um teg sjálvan ? """	hvat sigur tú um teg sjálvan	O C O O O O	hvat tú um teg sigur sjálvan	O O O O F O
26	"Hann segði : "" Eg eri rödd á einum , sum rópar í oyðimörkini : Gerið beinan veg Harrans , eins og Jesaja profetur hevur sagt . """	hann segði eg eri rödd á einum sum rópar í oyðimörkini gerið beinan veg harrans eins og jesaja profetur hevur sagt	O C O C O O O O O C O O C O O O O O O C C	hann eg eri rödd á einum segði sum rópar í oyðimörkini gerið beinan veg harrans eins og jesaja sagt hevur profetur	O O F O O O F O C O O C O O O O O O F C O
27	Men teir , sum sendir vóru , vóru úr flokki Farisearanna .	men teir sum sendir vóru vóru úr flokki farisearanna	O O C O O O O C C	men teir sum sendir vóru vóru úr flokki farisearanna	O O O C C C O O O
28	"Og teir spurdu hann og sögdu við hann : "" Hví doypir tú tá , um tú ikki ert Kristus , ei heldur Elia , ei heldur profeturin ? """	og teir spurdu hann og sögdu við hann hví doypir tú tá um tú ikki ert kristus ei heldur elia ei heldur profeturin	O O C O O C O O O C O O O O O C O O O O O O O	og spurdu teir hann og sögdu við hann ert hví doypir tú tá um tú ikki kristus ei heldur elia ei heldur profeturin	O F O O O C O O F O F O O O O O O O O O O O O
29	"Jóhannes svaraði teimum og segði : "" Eg doypi við vatni ; mitt í millum tykkara stendur hann , sum tit ikki kenna , hann sum kemur aftan á meg , sum eg ikki eri verdur at loysa tveingirnar hjá . """	jóhannes svaraði teimum og segði eg doypi við vatni mitt í millum tykkara stendur hann sum tit ikki kenna hann sum kemur aftan á meg sum eg ikki eri verdur at loysa tveingirnar hjá	O C O O C O C O O O O O O C O O O O O C O C O O O O O O C O O C O O	jóhannes svaraði teimum segði og eg doypi við vatni mitt í stendur millum tykkara hann sum kenna tit ikki hann sum kemur aftan á meg sum eri eg ikki verdur at tveingirnar hjá loysa	O C O F O O C O O O O F O O O O F O O O O C O O O O F O O O O O O F
30	Hetta hendi í Betániu , hinumegin Jórdan , har sum Jóhannes doypti .	hetta hendi í betániu hinumegin jórdan har sum jóhannes doypti	O C O O O O O O O C	hetta hendi í betániu hinumegin jórdan har doypti sum jóhannes	O C O O O O O F O O
31	"Dagin eftir sær hann Jesus koma til sín og sigur : "" Sí , Guðs lambið , sum ber synd heimsins !"	dagin eftir sær hann jesus koma til sín og sigur sí guðs lambið sum ber synd heimsins	O O C O O C O O O C C O O O C O O	dagin eftir sær hann koma jesus til sín og sigur sí guðs lambið sum ber synd heimsins	O O C O F O O O O C C O O O C O O
32	Hann er tann , sum eg segði um : Aftan á meg kemur maður , sum hevur verið undan mær ; tí at hann var fyrr enn eg .	hann er tann sum eg segði um aftan á meg kemur maður sum hevur verið undan mær tí at hann var fyrr enn eg	O C O O O C O O O O C O O C C O O O O O C O O O	hann tann er sum eg segði um aftan hevur á meg maður sum undan mær tí at var hann kemur verið fyrr enn eg	O O F O O C O O F O O O O O O O O F O F F O O O
33	"Og eg kendi hann ikki ; men fyri at hann skuldi verða opinberaður fyri Ísrael , tí eri eg komin og doypi við vatni . """	og eg kendi hann ikki men fyri at hann skuldi verða opinberaður fyri ísrael tí eri eg komin og doypi við vatni	O O C O O O O C O C O O O C C C O O O C O O	og eg kendi hann ikki men fyri verða at hann skuldi opinberaður fyri ísrael tí eri eg komin og við vatni doypi	O O C O O O O F O O F C O O O C O C O O O F
34	"Og Jóhannes vitnaði og segði : "" Eg sá andan stíga niður av himni í dúgvu líki , og hann varð verandi yvir honum ."	og jóhannes vitnaði og segði eg sá andan stíga niður av himni í dúgvu líki og hann varð verandi yvir honum	O O C O C O C O C O O O O O O O O C C O O	og jóhannes vitnaði og segði eg sá andan stíga niður av himni í dúgvu líki og hann verandi varð yvir honum	O O C O C O C O C O O O O O O O O F F O O
35	"Og eg kendi hann ikki ; men tann , sum sendi meg at doypa við vatni , hann segði við meg : "" Hann , sum tú sært andan stíga niður yvir og verða verandi yvir , hann er tann , sum doypir við heilagum anda . """	og eg kendi hann ikki men tann sum sendi meg at doypa við vatni hann segði við meg hann sum tú sært andan stíga niður yvir og verða verandi yvir hann er tann sum doypir við heilagum anda	O O C O O O O O C O O O O C O O C O O C O O O O C O C O O O C C O O C O O O	og eg kendi hann ikki men tann sum sendi meg at doypa við vatni hann við er segði meg sum tú sært andan stíga niður yvir verða og verandi yvir hann hann tann sum doypir við heilagum anda	O O C O O O O O C O O C O O O O F F O O O C O C O O F O C O O O O O C O O O
36	"Og eg havi sæð tað og havi vitnað , at hesin er sonur Guðs . """	og eg havi sæð tað og havi vitnað at hesin er sonur guðs	O O C C O O C C O O C O O	og sæð eg tað havi og at hesin sonur guðs havi vitnað er	O F O O F O O O O O F F F
37	Dagin eftir stóð Jóhannes har aftur og tveir av lærusveinum hansara .	dagin eftir stóð jóhannes har aftur og tveir av lærusveinum hansara	O O C O O O O O O O O	dagin eftir stóð jóhannes har aftur og tveir av lærusveinum hansara	O O C O O O O O O O O
38	"Og í tí hann hugdi at Jesusi , sum kom gangandi , sigur hann : "" Sí , Guðslambið ! """	og í tí hann hugdi at jesusi sum kom gangandi sigur hann sí guðslambið	O O O C O O C O O O C C C O	og í tí hann at jesusi hugdi sum kom gangandi sigur hann guðslambið sí	O O O O O O F O C C C O O F
39	Og teir tveir lærusveinarnir hoyrdu hann siga hetta , og teir fóru aftan á Jesus .	og teir tveir lærusveinarnir hoyrdu hann siga hetta og teir fóru aftan á jesus	O O O O C O C O O O C O O O	og hoyrdu teir tveir lærusveinarnir hann siga hetta og teir aftan fóru á jesus	O F O O O O C O O O O F O O
40	"Men Jesus vendi sær á , og tá ið hann sá teir koma aftan á seg , sigur hann við teir : "" Hvörjum leita tit eftir ? """	men jesus vendi sær á og tá ið hann sá teir koma aftan á seg sigur hann við teir hvörjum leita tit eftir	O O C O O O O C O O O O O C O C O O O O C O O	men vendi jesus sær á og tá ið hann sá teir aftan á seg koma hann við sigur teir hvörjum leita tit eftir	O F O O O O O O O C O O O O F O O F O O C O O
41	"Men teir sögdu við hann : "" Rabbi sum útlagt merkir : meistari , hvar býrt tú ? """	men teir sögdu við hann rabbi sum útlagt merkir meistari hvar býrt tú	O O C O O O O C O O C O C	men teir við hann sögdu rabbi merkir útlagt sum meistari hvar býrt tú	O O O O F O F C O O O C O
42	"Hann sigur við teir : "" Komið og síggið ! """	hann sigur við teir komið og síggið	O C O O C O C	hann sigur við teir komið síggið og	O C O O C F O
43	Teir komu og sóu , hvar hann búði , og teir vórðu verandi hjá honum tann dagin ; tað var um tíggjunda tíma .	teir komu og sóu hvar hann búði og teir vórðu verandi hjá honum tann dagin tað var um tíggjunda tíma	O C O C O O O O C O O C O O C C O O O O	teir komu og sóu hvar hann búði og teir hjá honum tann dagin vórðu verandi tað um tíggjunda var tíma	O C O C O O C O O O O O O F F O O O F O
44	Andrias , bróðir Símun Pæturs , var annar av teimum báðum , sum hövdu hoyrt hetta av Jóhannesi og hövdu fylgt honum .	andrias bróðir símun pæturs var annar av teimum báðum sum hövdu hoyrt hetta av jóhannesi og hövdu fylgt honum	O O O O C O O O O O C C O O O O C C O	andrias bróðir símun pæturs var annar av teimum báðum hoyrt sum hetta av hövdu jóhannesi og hövdu fylgt honum	O O O O C O O O O F O O O F O O C C O
45	"Hann finnur fyrst bróður sín , Símun , og sigur við hann : "" Vit hava funnið Messias "" sum er tað sama sum Kristus ; tað er : salvaður ."	hann finnur fyrst bróður sín símun og sigur við hann vit hava funnið messias sum er tað sama sum kristus tað er salvaður	O C O O O O O C O O O C C O O C O O O O O C C	hann finnur fyrst bróður sín símun og við hann sigur funnið vit hava messias er sum tað sama sum kristus tað er salvaður	O C O O O O O O O F F O F O F O O O O O O F C
46	Og hann fördi hann til Jesus .	og hann fördi hann til jesus	O O C O O O	og hann fördi hann til jesus	O O C O O O
47	"Men Jesus hugdi upp á hann og segði : "" Tú ert Símun , sonur Jónasar , tú skalt verða kallaður Kefas sum er útlagt : Petros ; tað er : klettur ."	men jesus hugdi upp á hann og segði tú ert símun sonur jónasar tú skalt verða kallaður kefas sum er útlagt petros tað er klettur	O O C O O O O C O C O O O O C C C O O C C O O C O	men jesus upp hugdi á hann og segði tú ert símun sonur jónasar kallaður tú skalt verða kefas sum er útlagt petros tað er klettur	O O O F O O O C O C O O O F O F F O O C C O O C O
48	"Dagin eftir ætlaði hann at fara av stað til Galileu , og hann finnur Filippus ; og Jesus sigur við hann : "" Fylg mær ! """	dagin eftir ætlaði hann at fara av stað til galileu og hann finnur filippus og jesus sigur við hann fylg mær	O O C O O C O O O O O O C O O O C O O C O	dagin eftir ætlaði hann at fara av stað til galileu og hann finnur filippus sigur og jesus við hann fylg mær	O O C O O C O O O O O O C O F O O O O C O
49	Men Filippus var úr Betsajdu , bygd teirra Andriasar og Pæturs .	men filippus var úr betsajdu bygd teirra andriasar og pæturs	O O C O O O O O O O	men var filippus úr betsajdu bygd teirra andriasar og pæturs	O F O O O O O O O O
50	"Filippus finnur Natanael og sigur við hann : "" Vit hava funnið tann , sum Móses í lógini og profetarnir hava skrivað um , Jesus , son Jósefs úr Nasaret . """	filippus finnur natanael og sigur við hann vit hava funnið tann sum móses í lógini og profetarnir hava skrivað um jesus son jósefs úr nasaret	O C O O C O O O C C O O O O O O O O O O O O C C O	filippus natanael finnur og við hann sigur vit tann funnið jesus skrivað hava sum móses í lógini og profetarnir um son jósefs hava úr nasaret	O O F O O O F O O C O F F O O O O O O O O O F O O
51	"Og Natanael segði við hann : "" Kann nakað gott vera úr Nasaret ? """	og natanael segði við hann kann nakað gott vera úr nasaret	O O C O O C O O C O O	og natanael segði við hann kann nakað gott vera úr nasaret	O O C O O C O O C O O
52	"Filippus sigur við hann : "" Kom og síggj ! """	filippus sigur við hann kom og síggj	O C O O C O C	filippus við sigur hann kom og síggj	O O F O C O C
53	"Jesus sá Natanael koma til sín , og hann sigur um hann : "" Sí , har er av sonnum Ísraelitur , sum ikki svik eru í ! """	jesus sá natanael koma til sín og hann sigur um hann sí har er av sonnum ísraelitur sum ikki svik eru í	O C O C O O O O C O O O C O O O O O O C O C	jesus sá natanael koma til sín sigur er og hann um sí hann har av sonnum ísraelitur sum ikki svik í eru	O C O C O O F F O O O C O O O O O O O O O F
54	"Natanael sigur við hann : "" Hvaðan kennir tú meg ? """	natanael sigur við hann hvaðan kennir tú meg	O C O O O C O O	natanael sigur við hann hvaðan tú kennir meg	O C O O O O F O
55	"Jesus svaraði og segði við hann : "" Áðr enn Filippus rópaði teg , sá eg teg , har sum tú vart undir fikutræinum . """	jesus svaraði og segði við hann áðr enn filippus rópaði teg sá eg teg har sum tú vart undir fikutræinum	O C O C O O O C O O O O O C O O O O C O	jesus svaraði og segði við hann áðr enn filippus rópaði teg sá eg teg har sum tú vart undir fikutræinum	O C O C O O O O O C O C O O O O O C O O
56	"Natanael svaraði honum : "" Rabbi , tú ert sonur Guðs , tú ert kongur Ísraels ! """	natanael svaraði honum rabbi tú ert sonur guðs tú ert kongur ísraels	O C O O O C O O O C O O	natanael honum rabbi svaraði tú ert sonur guðs tú kongur ísraels ert	O O O F O F O O O O O F
57	"Jesus svaraði og segði við hann : "" Trýrt tú , tí at eg segði tær , at eg sá teg undir fikutræinum ?"	jesus svaraði og segði við hann trýrt tú tí at eg segði tær at eg sá teg undir fikutræinum	O C O C O O C O O O O C O O O C O O O	jesus svaraði og segði við hann trýrt tú tí at segði eg tær at sá eg teg undir fikutræinum	O C O C O O C O O O F O O O F O O O O
58	"Tú skalt síggja tað , sum störri er enn hetta . """	tú skalt síggja tað sum störri er enn hetta	O C C O O O C O O	tú tað sum síggja störri enn hetta er skalt	O O O F O O O F F
59	"Og hann segði við hann : "" Sanniliga , sanniliga sigi eg tykkum : Tit skulu síggja himmalin opnan , og einglar Guðs stíga upp og stíga niður yvir menniskjusonin . """	og hann segði við hann sanniliga sanniliga sigi eg tykkum tit skulu síggja himmalin opnan og einglar guðs stíga upp og stíga niður yvir menniskjusonin	O O C O O O O C O O O C C O O O O O C O O C O O O	og segði hann við hann sigi sanniliga sanniliga eg tykkum tit síggja himmalin opnan skulu og einglar guðs stíga upp og niður yvir menniskjusonin stíga	O F O O O F O O O O O F O O F O O O C O O O O O F
60	Og triðja dagin varð hildið brúdleyp í Kána í Galileu , og móðir Jesu var har .	og triðja dagin varð hildið brúdleyp í kána í galileu og móðir jesu var har	O O O C C O O O O O O O O C O	og triðja dagin varð hildið brúdleyp í kána í galileu og móðir jesu var har	O O O C C O O O O O O O O C O
61	Men eisini Jesus varð boðin í brúdleypið og lærusveinar hansara .	men eisini jesus varð boðin í brúdleypið og lærusveinar hansara	O O O C C O O O O O	men varð eisini boðin jesus í brúdleypið og lærusveinar hansara	O F O F O O O O O O
62	"Og tá ið har treyt vín , sigur móðir Jesu við hann : "" Tey hava einki vín . """	og tá ið har treyt vín sigur móðir jesu við hann tey hava einki vín	O O C O O O O O C O O O O C O	og tá ið har vín treyt sigur móðir jesu við hann tey einki vín hava	O O O O O F C O O O O O O O F
63	"Og Jesus sigur við hana : "" Kvinna , hvat vilt tú mær ?"	og jesus sigur við hana kvinna hvat vilt tú mær	O O C O O O O C O O	og jesus sigur við hana kvinna hvat tú vilt mær	O O C O O O O O F O
64	"Enn er ikki mín tími komin . """	enn er ikki mín tími komin	O C O O O C	enn er ikki mín tími komin	O C O O O C
65	"Móðir hansara sigur við tænararnar : "" Hvat hann so sigur við tykkum , tað skulu tit gera . """	móðir hansara sigur við tænararnar hvat hann so sigur við tykkum tað skulu tit gera	O O C O O O O O C O O O C O C	móðir hansara sigur við tænararnar hvat hann so við sigur tykkum tað gera skulu tit	O O C O O O O O O F O O F F O
66	Men har vóru sett seks vatnsker av steini eftir reinsanarsiði hjá Jödum , og tók hvört teirra tvær ella tríggjar kannur .	men har vóru sett seks vatnsker av steini eftir reinsanarsiði hjá jödum og tók hvört teirra tvær ella tríggjar kannur	O O C C O O O O O O O O O C O O O O O O	men har vóru sett seks vatnsker av steini eftir reinsanarsiði hjá jödum og hvört teirra tók tvær ella tríggjar kannur	O O C C O O O O O O O O O O O F O O O O
67	"Jesus sigur við teir : "" Fyllið vatnskerini við vatni ! """	jesus sigur við teir fyllið vatnskerini við vatni	O C O O C O O O	jesus við sigur teir fyllið vatnskerini við vatni	O O F O C O O O
68	Og teir fyltu tey á tremur .	og teir fyltu tey á tremur	O O C O O O	og teir fyltu tey á tremur	O O C O O O
69	"Og hann sigur við teir : "" Oysið nú upp og berið hövuðskokkinum ! """	og hann sigur við teir oysið nú upp og berið hövuðskokkinum	O O C O O C O O O C O	og hann sigur við teir oysið nú upp og hövuðskokkinum berið	O O C O O C O O O O F
70	Og teir bóru honum .	og teir bóru honum	O O C O	og bóru teir honum	O F O O
71	"Men tá ið hövuðskokkurin smakkaði á vatnið , sum var vorðið vín , og ikki visti , hvaðan tað var , men tænararnir , sum hövdu oyst vatnið upp , vistu tað kallar hövuðskokkurin á brúðgómin og sigur við hann : "" Hvör maður setir fyrst hitt góða vínið fram , og tá ið teir eru vorðnir druknir , hitt ringara ; tú hevur goymt hitt góða vínið líka til nú . """	men tá ið hövuðskokkurin smakkaði á vatnið sum var vorðið vín og ikki visti hvaðan tað var men tænararnir sum hövdu oyst vatnið upp vistu tað kallar hövuðskokkurin á brúðgómin og sigur við hann hvör maður setir fyrst hitt góða vínið fram og tá ið teir eru vorðnir druknir hitt ringara tú hevur goymt hitt góða vínið líka til nú	O O C O O O O O C O O O C C O O O C O O C O O C O O C C O O O C O O O O C O O O O O O O O O C O O O C O C C O O O O O O	men tá ið hövuðskokkurin smakkaði á vatnið sum var vorðið vín og ikki hvaðan tað visti var men tænararnir sum vatnið hövdu upp oyst vistu tað hövuðskokkurin á brúðgómin kallar sigur og við hann setir hvör maður fyrst hitt góða vínið eru fram og tá ið teir vorðnir druknir hitt ringara tú goymt hevur hitt góða vínið líka til nú	O O O O C O O O C C O O O O O F C O O O O F O F C O O O O F F O O O F O O O O O O F O O O O O C O O O O F F O O O O O O
72	Hesa byrjan av teknum sínum gjördi Jesus í Kána í Galileu og opinberaði dýrd sína , og lærusveinar hansara trúðu á hann .	hesa byrjan av teknum sínum gjördi jesus í kána í galileu og opinberaði dýrd sína og lærusveinar hansara trúðu á hann	O O O O O C O O O O O O C O O O O O C O O	hesa byrjan av teknum sínum gjördi jesus í kána í galileu og opinberaði dýrd sína og trúðu lærusveinar hansara á hann	O O O O O C O O O O O O C O O O F O O O O
73	Eftir hetta fór hann oman til Kapernaum , hann sjálvur og móðir hansara og bröður hansara og lærusveinar hansara , og tey vóru har ikki mangar dagar .	eftir hetta fór hann oman til kapernaum hann sjálvur og móðir hansara og bröður hansara og lærusveinar hansara og tey vóru har ikki mangar dagar	O O C O O O O O O O O O O O O O O O O O C O O O O	eftir hetta fór hann oman til kapernaum hann sjálvur og móðir hansara og bröður hansara og lærusveinar hansara og tey vóru har ikki mangar dagar	O O C O O O O O O O O O O O O O O O O O C O O O O
74	Og páskir hjá Jödum vóru nær , og Jesus fór niðan til Jerúsalem .	og páskir hjá jödum vóru nær og jesus fór niðan til jerúsalem	O O O O C O O O C O O O	og páskir vóru hjá jödum nær og jesus fór niðan til jerúsalem	O O F O O O O O C O O O
75	Og hann hitti teir sitandi í halgidóminum , sum seldu neyt og seyð og dúgvur , og peningavekslararnar .	og hann hitti teir sitandi í halgidóminum sum seldu neyt og seyð og dúgvur og peningavekslararnar	O O C O O O C O O O C O O O O O	og hann teir hitti í halgidóminum sitandi sum seldu neyt og seyð og dúgvur og peningavekslararnar	O O O F O O F O C O O O O O O O
76	"Og við dúgvuseljararnar segði hann : "" Takið hetta burtur hiðani ; gerið ikki hús faðirs míns til krambúð ! """	og við dúgvuseljararnar segði hann takið hetta burtur hiðani gerið ikki hús faðirs míns til krambúð	O O O C O C O O O C O O O O O O	og við dúgvuseljararnar segði hann hetta burtur takið hiðani ikki hús gerið faðirs míns til krambúð	O O O C O O O F O O O F O O O O
77	"Lærusveinum hansara rann í huga , at skrivað stendur : "" Vandni um hús títt skal eta meg upp . """	lærusveinum hansara rann í huga at skrivað stendur vandni um hús títt skal eta meg upp	O O C O O O C C O O O O C C O O	lærusveinum hansara rann í huga stendur skrivað at vandni um hús títt meg eta skal upp	O O C O O F C O O O O O O C F O
78	"Tá tóku Jödarnir til orða og sögdu við hann : "" Hvat tekin sýnir tú okkum , eftir sum tú gert hetta ? """	tá tóku jödarnir til orða og sögdu við hann hvat tekin sýnir tú okkum eftir sum tú gert hetta	O C O O O O C O O O O C O O O O O C O	tá tóku jödarnir til orða og sögdu við hann hvat tekin tú sýnir okkum eftir sum tú gert hetta	O C O O O O C O O O O O F O O O O C O
79	"Jesus svaraði og segði við teir : "" Brótið niður hetta templið , og eftir trimum dögum skal eg reisa tað . """	jesus svaraði og segði við teir brótið niður hetta templið og eftir trimum dögum skal eg reisa tað	O C O C O O C O O O O O O O C O C O	jesus svaraði og við teir segði niður brótið hetta templið og eftir trimum dögum reisa skal eg tað	O C O O O F O F O O O O O O F F O O
80	"Tá sögdu Jödarnir : "" Í seks og fjöruti ár hevur hetta templið staðið í gerð , og tú vilt reisa tað eftir trimum dögum ! """	tá sögdu jödarnir í seks og fjöruti ár hevur hetta templið staðið í gerð og tú vilt reisa tað eftir trimum dögum	O C O O O O O O C O O C O O O O C C O O O O	tá sögdu jödarnir í seks og fjöruti ár staðið hetta templið hevur í gerð og tú vilt reisa tað eftir trimum dögum	O C O O O O O O F O O F O O O O C C O O O O
81	Men hann talaði um tempul likams síns .	men hann talaði um tempul likams síns	O O C O O O O	men hann talaði um tempul likams síns	O O C O O O O
82	Tá ið hann tí var upprisin frá deyðum , mintust lærusveinar hansara til , at hann hevði sagt hetta ; og teir trúðu skriftini og tí orði , sum Jesus hevði sagt .	tá ið hann tí var upprisin frá deyðum mintust lærusveinar hansara til at hann hevði sagt hetta og teir trúðu skriftini og tí orði sum jesus hevði sagt	O C O O O O O C C O O O O O C C O O O C O O O O O O C C	tá ið hann tí var frá deyðum upprisin mintust lærusveinar hansara til sagt at hann hevði hetta trúðu og teir skriftini og tí orði sum jesus hevði sagt	O O O O C O O F C O O O F O O F O F O O O O O O O O C C
