idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
23	"Teir sögdu tá við hann : "" Hvör ert tú ?"	teir sögdu tá við hann hvör ert tú	O C O O O O C O	teir sögdu tá við hann hvör ert tú	O C O O O O C O
24	fyri at vit kunnu geva teimum svar , sum hava sent okkum .	fyri at vit kunnu geva teimum svar sum hava sent okkum	O O O C C O O O C C O	fyri kunnu at vit teimum geva svar sum okkum sent hava	O F O O O F O O O C F
25	"Hvat sigur tú um teg sjálvan ? """	hvat sigur tú um teg sjálvan	O C O O O O	hvat tú um teg sjálvan sigur	O O O O O F
26	"Hann segði : "" Eg eri rödd á einum , sum rópar í oyðimörkini : Gerið beinan veg Harrans , eins og Jesaja profetur hevur sagt . """	hann segði eg eri rödd á einum sum rópar í oyðimörkini gerið beinan veg harrans eins og jesaja profetur hevur sagt	O C O C O O O O O C O O C O O O O O O C C	hann eg segði eri rödd á einum eins rópar sum í oyðimörkini beinan veg harrans gerið og sagt jesaja profetur hevur	O O F C O O O O F O O O O O O F O F O O F
27	Men teir , sum sendir vóru , vóru úr flokki Farisearanna .	men teir sum sendir vóru vóru úr flokki farisearanna	O O C O O O O C C	men teir vóru úr flokki farisearanna sum sendir vóru	O O C O O O O C C
28	"Og teir spurdu hann og sögdu við hann : "" Hví doypir tú tá , um tú ikki ert Kristus , ei heldur Elia , ei heldur profeturin ? """	og teir spurdu hann og sögdu við hann hví doypir tú tá um tú ikki ert kristus ei heldur elia ei heldur profeturin	O O C O O C O O O C O O O O O C O O O O O O O	og teir spurdu hann og sögdu við hann ert hví tú doypir tá um tú ikki kristus ei heldur elia ei heldur profeturin	O O C O O C O O F O O F O O O O O O O O O O O
29	"Jóhannes svaraði teimum og segði : "" Eg doypi við vatni ; mitt í millum tykkara stendur hann , sum tit ikki kenna , hann sum kemur aftan á meg , sum eg ikki eri verdur at loysa tveingirnar hjá . """	jóhannes svaraði teimum og segði eg doypi við vatni mitt í millum tykkara stendur hann sum tit ikki kenna hann sum kemur aftan á meg sum eg ikki eri verdur at loysa tveingirnar hjá	O C O O C O C O O O O O O C O O O O O C O C O O O O O O C O O C O O	jóhannes svaraði teimum og segði eg doypi við vatni mitt stendur í millum tykkara hann hann sum tit kenna ikki sum aftan á eri meg kemur sum eg ikki verdur at loysa tveingirnar hjá	O C O O C O C O O O F O O O O O O O F O O O O F O F O O O O O C O O
30	Hetta hendi í Betániu , hinumegin Jórdan , har sum Jóhannes doypti .	hetta hendi í betániu hinumegin jórdan har sum jóhannes doypti	O C O O O O O O O C	hetta í betániu hendi hinumegin jórdan har sum jóhannes doypti	O O O F O O O O O C
31	"Dagin eftir sær hann Jesus koma til sín og sigur : "" Sí , Guðs lambið , sum ber synd heimsins !"	dagin eftir sær hann jesus koma til sín og sigur sí guðs lambið sum ber synd heimsins	O O C O O C O O O C C O O O C O O	dagin eftir sær hann jesus til koma sín sigur og sí guðs lambið sum synd ber heimsins	O O C O O O F O F O C O O O O F O
32	Hann er tann , sum eg segði um : Aftan á meg kemur maður , sum hevur verið undan mær ; tí at hann var fyrr enn eg .	hann er tann sum eg segði um aftan á meg kemur maður sum hevur verið undan mær tí at hann var fyrr enn eg	O C O O O C O O O O C O O C C O O O O O C O O O	hann er tann sum segði eg um aftan á meg maður sum kemur undan mær verið tí var hevur at hann fyrr enn eg	O C O O F O O O O O O O F O O F O F F O O O O O
33	"Og eg kendi hann ikki ; men fyri at hann skuldi verða opinberaður fyri Ísrael , tí eri eg komin og doypi við vatni . """	og eg kendi hann ikki men fyri at hann skuldi verða opinberaður fyri ísrael tí eri eg komin og doypi við vatni	O O C O O O O C O C O O O C C C O O O C O O	og eg kendi hann ikki men tí eri eg komin fyri at hann skuldi verða opinberaður fyri ísrael og doypi við vatni	O O C O O O O C O C O O O C C C O O O C O O
34	"Og Jóhannes vitnaði og segði : "" Eg sá andan stíga niður av himni í dúgvu líki , og hann varð verandi yvir honum ."	og jóhannes vitnaði og segði eg sá andan stíga niður av himni í dúgvu líki og hann varð verandi yvir honum	O O C O C O C O C O O O O O O O O C C O O	og jóhannes vitnaði og segði sá eg andan stíga niður av himni í dúgvu líki varð og hann yvir honum verandi	O O C O C F O O C O O O O O O F O O O O F
35	"Og eg kendi hann ikki ; men tann , sum sendi meg at doypa við vatni , hann segði við meg : "" Hann , sum tú sært andan stíga niður yvir og verða verandi yvir , hann er tann , sum doypir við heilagum anda . """	og eg kendi hann ikki men tann sum sendi meg at doypa við vatni hann segði við meg hann sum tú sært andan stíga niður yvir og verða verandi yvir hann er tann sum doypir við heilagum anda	O O C O O O O O C O O O O C O O C O O C O O O O C O C O O O C C O O C O O O	og eg hann kendi ikki men tann hann við segði meg hann hann er tann sum meg sendi at doypa við vatni sum tú sært andan stíga niður yvir og verandi verða yvir doypir sum við heilagum anda	O O O F O O O O O F O O O C O O O F O C O O O O C O C O O O F F O F O O O O
36	"Og eg havi sæð tað og havi vitnað , at hesin er sonur Guðs . """	og eg havi sæð tað og havi vitnað at hesin er sonur guðs	O O C C O O C C O O C O O	og eg havi sæð tað og at hesin vitnað havi er sonur guðs	O O C C O O O O F F C O O
37	Dagin eftir stóð Jóhannes har aftur og tveir av lærusveinum hansara .	dagin eftir stóð jóhannes har aftur og tveir av lærusveinum hansara	O O C O O O O O O O O	dagin eftir stóð jóhannes har aftur og tveir av lærusveinum hansara	O O C O O O O O O O O
38	"Og í tí hann hugdi at Jesusi , sum kom gangandi , sigur hann : "" Sí , Guðslambið ! """	og í tí hann hugdi at jesusi sum kom gangandi sigur hann sí guðslambið	O O O C O O C O O O C C C O	og sigur í tí hann hann hugdi at jesusi sum kom gangandi sí guðslambið	O F O O O O C O O O C C C O
39	Og teir tveir lærusveinarnir hoyrdu hann siga hetta , og teir fóru aftan á Jesus .	og teir tveir lærusveinarnir hoyrdu hann siga hetta og teir fóru aftan á jesus	O O O O C O C O O O C O O O	og teir tveir lærusveinarnir hoyrdu hann hetta siga fóru og teir aftan á jesus	O O O O C O O F F O O O O O
40	"Men Jesus vendi sær á , og tá ið hann sá teir koma aftan á seg , sigur hann við teir : "" Hvörjum leita tit eftir ? """	men jesus vendi sær á og tá ið hann sá teir koma aftan á seg sigur hann við teir hvörjum leita tit eftir	O O C O O O O C O O O O O C O C O O O O C O O	men jesus vendi sær á og tá sigur hann við teir sá ið hann koma teir aftan á seg hvörjum tit leita eftir	O O C O O O O C O O O F O O F O O O O O O F O
41	"Men teir sögdu við hann : "" Rabbi sum útlagt merkir : meistari , hvar býrt tú ? """	men teir sögdu við hann rabbi sum útlagt merkir meistari hvar býrt tú	O O C O O O O C O O C O C	men teir við hann sögdu rabbi hvar tú býrt merkir sum meistari útlagt	O O O O F O O O F F O O C
42	"Hann sigur við teir : "" Komið og síggið ! """	hann sigur við teir komið og síggið	O C O O C O C	hann við teir sigur komið og síggið	O O O F C O C
43	Teir komu og sóu , hvar hann búði , og teir vórðu verandi hjá honum tann dagin ; tað var um tíggjunda tíma .	teir komu og sóu hvar hann búði og teir vórðu verandi hjá honum tann dagin tað var um tíggjunda tíma	O C O C O O O O C O O C O O C C O O O O	teir tað um var komu tíggjunda tíma og sóu búði hvar hann og verandi teir vórðu hjá honum tann dagin	O O O C F O O O C F O O O F O F O O O O
44	Andrias , bróðir Símun Pæturs , var annar av teimum báðum , sum hövdu hoyrt hetta av Jóhannesi og hövdu fylgt honum .	andrias bróðir símun pæturs var annar av teimum báðum sum hövdu hoyrt hetta av jóhannesi og hövdu fylgt honum	O O O O C O O O O O C C O O O O C C O	andrias bróðir símun pæturs annar av teimum báðum var sum hövdu hetta av jóhannesi hoyrt hövdu og fylgt honum	O O O O O O O O F O C O O O F F O C O
45	"Hann finnur fyrst bróður sín , Símun , og sigur við hann : "" Vit hava funnið Messias "" sum er tað sama sum Kristus ; tað er : salvaður ."	hann finnur fyrst bróður sín símun og sigur við hann vit hava funnið messias sum er tað sama sum kristus tað er salvaður	O C O O O O O C O O O C C O O C O O O O O C C	hann finnur fyrst bróður sín símun og sigur við hann vit hava messias sum er funnið tað sama sum kristus er tað salvaður	O C O O O O O C O O O C O O F F O O O O F O C
46	Og hann fördi hann til Jesus .	og hann fördi hann til jesus	O O C O O O	og hann hann til fördi jesus	O O O O F O
47	"Men Jesus hugdi upp á hann og segði : "" Tú ert Símun , sonur Jónasar , tú skalt verða kallaður Kefas sum er útlagt : Petros ; tað er : klettur ."	men jesus hugdi upp á hann og segði tú ert símun sonur jónasar tú skalt verða kallaður kefas sum er útlagt petros tað er klettur	O O C O O O O C O C O O O O C C C O O C C O O C O	men jesus hugdi upp á hann segði og tú símun ert sonur jónasar tú skalt verða kallaður kefas er sum er útlagt petros tað klettur	O O C O O O F O O O F O O O C C C O F O F F O O O
48	"Dagin eftir ætlaði hann at fara av stað til Galileu , og hann finnur Filippus ; og Jesus sigur við hann : "" Fylg mær ! """	dagin eftir ætlaði hann at fara av stað til galileu og hann finnur filippus og jesus sigur við hann fylg mær	O O C O O C O O O O O O C O O O C O O C O	dagin eftir ætlaði hann at fara av stað til galileu finnur og hann filippus og jesus sigur við hann fylg mær	O O C O O C O O O O F O O O O O C O O C O
49	Men Filippus var úr Betsajdu , bygd teirra Andriasar og Pæturs .	men filippus var úr betsajdu bygd teirra andriasar og pæturs	O O C O O O O O O O	men filippus úr var betsajdu bygd teirra andriasar og pæturs	O O O F O O O O O O
50	"Filippus finnur Natanael og sigur við hann : "" Vit hava funnið tann , sum Móses í lógini og profetarnir hava skrivað um , Jesus , son Jósefs úr Nasaret . """	filippus finnur natanael og sigur við hann vit hava funnið tann sum móses í lógini og profetarnir hava skrivað um jesus son jósefs úr nasaret	O C O O C O O O C C O O O O O O O O O O O O C C O	filippus finnur natanael og við hann sigur vit tann jesus hava son jósefs úr nasaret funnið sum móses í lógini og profetarnir hava skrivað um	O C O O O O F O O O F O O O O F O O O O O O C C O
51	"Og Natanael segði við hann : "" Kann nakað gott vera úr Nasaret ? """	og natanael segði við hann kann nakað gott vera úr nasaret	O O C O O C O O C O O	og natanael við hann nakað gott segði úr nasaret kann vera	O O O O O O F O O F F
52	"Filippus sigur við hann : "" Kom og síggj ! """	filippus sigur við hann kom og síggj	O C O O C O C	filippus sigur við hann kom og síggj	O C O O C O C
53	"Jesus sá Natanael koma til sín , og hann sigur um hann : "" Sí , har er av sonnum Ísraelitur , sum ikki svik eru í ! """	jesus sá natanael koma til sín og hann sigur um hann sí har er av sonnum ísraelitur sum ikki svik eru í	O C O C O O O O C O O O C O O O O O O C O C	jesus sá natanael til koma sín og hann um eru sigur hann er har av sonnum ísraelitur sum ikki svik í sí	O C O O F O O O O F F O C O O O O O O O O C
54	"Natanael sigur við hann : "" Hvaðan kennir tú meg ? """	natanael sigur við hann hvaðan kennir tú meg	O C O O O C O O	natanael sigur við hann hvaðan tú meg kennir	O C O O O O O F
55	"Jesus svaraði og segði við hann : "" Áðr enn Filippus rópaði teg , sá eg teg , har sum tú vart undir fikutræinum . """	jesus svaraði og segði við hann áðr enn filippus rópaði teg sá eg teg har sum tú vart undir fikutræinum	O C O C O O O C O O O O O C O O O O C O	jesus svaraði og við segði hann áðr eg vart teg har sum sá tú undir fikutræinum enn filippus rópaði teg	O C O O F O O O F O O O F O O O O O C O
56	"Natanael svaraði honum : "" Rabbi , tú ert sonur Guðs , tú ert kongur Ísraels ! """	natanael svaraði honum rabbi tú ert sonur guðs tú ert kongur ísraels	O C O O O C O O O C O O	natanael honum rabbi ert svaraði tú sonur guðs tú ert kongur ísraels	O O O F F O O O O C O O
57	"Jesus svaraði og segði við hann : "" Trýrt tú , tí at eg segði tær , at eg sá teg undir fikutræinum ?"	jesus svaraði og segði við hann trýrt tú tí at eg segði tær at eg sá teg undir fikutræinum	O C O C O O C O O O O C O O O C O O O	jesus svaraði og við segði hann trýrt tú tí at segði eg tær at eg sá teg undir fikutræinum	O C O O F O C O O O F O O O O C O O O
58	"Tú skalt síggja tað , sum störri er enn hetta . """	tú skalt síggja tað sum störri er enn hetta	O C C O O O C O O	tú skalt tað síggja sum störri enn hetta er	O C O F O O O O F
59	"Og hann segði við hann : "" Sanniliga , sanniliga sigi eg tykkum : Tit skulu síggja himmalin opnan , og einglar Guðs stíga upp og stíga niður yvir menniskjusonin . """	og hann segði við hann sanniliga sanniliga sigi eg tykkum tit skulu síggja himmalin opnan og einglar guðs stíga upp og stíga niður yvir menniskjusonin	O O C O O O O C O O O C C O O O O O C O O C O O O	og hann segði við hann sigi sanniliga sanniliga eg tykkum tit skulu síggja himmalin opnan og einglar guðs stíga upp og niður yvir menniskjusonin stíga	O O C O O F O O O O O C C O O O O O C O O O O O F
60	Og triðja dagin varð hildið brúdleyp í Kána í Galileu , og móðir Jesu var har .	og triðja dagin varð hildið brúdleyp í kána í galileu og móðir jesu var har	O O O C C O O O O O O O O C O	og triðja dagin var brúdleyp í kána í galileu og móðir hildið jesu varð har	O O O F O O O O O O O F O F O
61	Men eisini Jesus varð boðin í brúdleypið og lærusveinar hansara .	men eisini jesus varð boðin í brúdleypið og lærusveinar hansara	O O O C C O O O O O	men eisini jesus varð boðin í brúdleypið og lærusveinar hansara	O O O C C O O O O O
62	"Og tá ið har treyt vín , sigur móðir Jesu við hann : "" Tey hava einki vín . """	og tá ið har treyt vín sigur móðir jesu við hann tey hava einki vín	O O C O O O O O C O O O O C O	og hava tá sigur móðir jesu við hann tey einki vín ið har treyt vín	O F O F O O O O O O O O O C O
63	"Og Jesus sigur við hana : "" Kvinna , hvat vilt tú mær ?"	og jesus sigur við hana kvinna hvat vilt tú mær	O O C O O O O C O O	og jesus sigur við hana kvinna vilt hvat tú mær	O O C O O O F O O O
64	"Enn er ikki mín tími komin . """	enn er ikki mín tími komin	O C O O O C	enn er ikki mín tími komin	O C O O O C
65	"Móðir hansara sigur við tænararnar : "" Hvat hann so sigur við tykkum , tað skulu tit gera . """	móðir hansara sigur við tænararnar hvat hann so sigur við tykkum tað skulu tit gera	O O C O O O O O C O O O C O C	móðir hansara sigur við tænararnar hvat hann so sigur við tykkum tað tit skulu gera	O O C O O O O O C O O O O F C
66	Men har vóru sett seks vatnsker av steini eftir reinsanarsiði hjá Jödum , og tók hvört teirra tvær ella tríggjar kannur .	men har vóru sett seks vatnsker av steini eftir reinsanarsiði hjá jödum og tók hvört teirra tvær ella tríggjar kannur	O O C C O O O O O O O O O C O O O O O O	men sett har seks vatnsker vóru av steini eftir reinsanarsiði hjá jödum og hvört teirra tvær ella tríggjar kannur tók	O F O O O F O O O O O O O O O O O O O F
67	"Jesus sigur við teir : "" Fyllið vatnskerini við vatni ! """	jesus sigur við teir fyllið vatnskerini við vatni	O C O O C O O O	jesus við sigur teir fyllið vatnskerini við vatni	O O F O C O O O
68	Og teir fyltu tey á tremur .	og teir fyltu tey á tremur	O O C O O O	og teir fyltu tey á tremur	O O C O O O
69	"Og hann sigur við teir : "" Oysið nú upp og berið hövuðskokkinum ! """	og hann sigur við teir oysið nú upp og berið hövuðskokkinum	O O C O O C O O O C O	og hann við teir sigur oysið nú upp berið og hövuðskokkinum	O O O O F C O O F O O
70	Og teir bóru honum .	og teir bóru honum	O O C O	og teir bóru honum	O O C O
71	"Men tá ið hövuðskokkurin smakkaði á vatnið , sum var vorðið vín , og ikki visti , hvaðan tað var , men tænararnir , sum hövdu oyst vatnið upp , vistu tað kallar hövuðskokkurin á brúðgómin og sigur við hann : "" Hvör maður setir fyrst hitt góða vínið fram , og tá ið teir eru vorðnir druknir , hitt ringara ; tú hevur goymt hitt góða vínið líka til nú . """	men tá ið hövuðskokkurin smakkaði á vatnið sum var vorðið vín og ikki visti hvaðan tað var men tænararnir sum hövdu oyst vatnið upp vistu tað kallar hövuðskokkurin á brúðgómin og sigur við hann hvör maður setir fyrst hitt góða vínið fram og tá ið teir eru vorðnir druknir hitt ringara tú hevur goymt hitt góða vínið líka til nú	O O C O O O O O C O O O C C O O O C O O C O O C O O C C O O O C O O O O C O O O O O O O O O C O O O C O C C O O O O O O	men tá kallar hövuðskokkurin á brúðgómin ið hövuðskokkurin á vatnið smakkaði sum vín vorðið var og var ikki visti hvaðan tað men tænararnir vistu tað hövdu sum oyst vatnið upp og við sigur hann hvör maður setir fyrst hitt góða vínið fram og tá ið teir eru druknir hitt ringara vorðnir tú hevur hitt góða vínið goymt líka til nú	O O C O O O O O O O F O O C F O F O F O O O O C O F O C O O O O F O O O C O O O O O O O O O C O O O C O C O O O F O O O
72	Hesa byrjan av teknum sínum gjördi Jesus í Kána í Galileu og opinberaði dýrd sína , og lærusveinar hansara trúðu á hann .	hesa byrjan av teknum sínum gjördi jesus í kána í galileu og opinberaði dýrd sína og lærusveinar hansara trúðu á hann	O O O O O C O O O O O O C O O O O O C O O	hesa byrjan av teknum sínum jesus gjördi í kána í galileu opinberaði og dýrd sína og lærusveinar hansara trúðu á hann	O O O O O O F O O O O F O O O O O O C O O
73	Eftir hetta fór hann oman til Kapernaum , hann sjálvur og móðir hansara og bröður hansara og lærusveinar hansara , og tey vóru har ikki mangar dagar .	eftir hetta fór hann oman til kapernaum hann sjálvur og móðir hansara og bröður hansara og lærusveinar hansara og tey vóru har ikki mangar dagar	O O C O O O O O O O O O O O O O O O O O C O O O O	eftir hetta hann oman vóru til kapernaum hann sjálvur og móðir hansara fór og bröður hansara og lærusveinar hansara og tey har ikki mangar dagar	O O O O F O O O O O O O F O O O O O O O O O O O O
74	Og páskir hjá Jödum vóru nær , og Jesus fór niðan til Jerúsalem .	og páskir hjá jödum vóru nær og jesus fór niðan til jerúsalem	O O O O C O O O C O O O	og páskir hjá jödum vóru nær og jesus niðan til fór jerúsalem	O O O O C O O O O O F O
75	Og hann hitti teir sitandi í halgidóminum , sum seldu neyt og seyð og dúgvur , og peningavekslararnar .	og hann hitti teir sitandi í halgidóminum sum seldu neyt og seyð og dúgvur og peningavekslararnar	O O C O O O C O O O C O O O O O	og hann hitti teir og peningavekslararnar sitandi í halgidóminum sum neyt og seyð og seldu dúgvur	O O C O O O C O O O O O O O F O
76	"Og við dúgvuseljararnar segði hann : "" Takið hetta burtur hiðani ; gerið ikki hús faðirs míns til krambúð ! """	og við dúgvuseljararnar segði hann takið hetta burtur hiðani gerið ikki hús faðirs míns til krambúð	O O O C O C O O O C O O O O O O	og við dúgvuseljararnar segði hann hetta takið burtur hiðani gerið ikki hús faðirs míns til krambúð	O O O C O O F O O C O O O O O O
77	"Lærusveinum hansara rann í huga , at skrivað stendur : "" Vandni um hús títt skal eta meg upp . """	lærusveinum hansara rann í huga at skrivað stendur vandni um hús títt skal eta meg upp	O O C O O O C C O O O O C C O O	lærusveinum hansara rann í huga at stendur skrivað vandni um hús títt skal eta meg upp	O O C O O O C C O O O O C C O O
78	"Tá tóku Jödarnir til orða og sögdu við hann : "" Hvat tekin sýnir tú okkum , eftir sum tú gert hetta ? """	tá tóku jödarnir til orða og sögdu við hann hvat tekin sýnir tú okkum eftir sum tú gert hetta	O C O O O O C O O O O C O O O O O C O	tá tóku jödarnir til orða og við sögdu hann sýnir hvat tekin tú okkum eftir sum gert tú hetta	O C O O O O O F O F O O O O O O F O O
79	"Jesus svaraði og segði við teir : "" Brótið niður hetta templið , og eftir trimum dögum skal eg reisa tað . """	jesus svaraði og segði við teir brótið niður hetta templið og eftir trimum dögum skal eg reisa tað	O C O C O O C O O O O O O O C O C O	jesus svaraði og segði við teir brótið niður hetta templið og eftir trimum dögum eg skal reisa tað	O C O C O O C O O O O O O O O F C O
80	"Tá sögdu Jödarnir : "" Í seks og fjöruti ár hevur hetta templið staðið í gerð , og tú vilt reisa tað eftir trimum dögum ! """	tá sögdu jödarnir í seks og fjöruti ár hevur hetta templið staðið í gerð og tú vilt reisa tað eftir trimum dögum	O C O O O O O O C O O C O O O O C C O O O O	tá jödarnir sögdu í seks og fjöruti ár staðið hevur hetta templið í gerð og vilt reisa tú tað eftir trimum dögum	O O F O O O O O F F O O O O O F F O O O O O
81	Men hann talaði um tempul likams síns .	men hann talaði um tempul likams síns	O O C O O O O	men hann um tempul likams síns talaði	O O O O O O F
82	Tá ið hann tí var upprisin frá deyðum , mintust lærusveinar hansara til , at hann hevði sagt hetta ; og teir trúðu skriftini og tí orði , sum Jesus hevði sagt .	tá ið hann tí var upprisin frá deyðum mintust lærusveinar hansara til at hann hevði sagt hetta og teir trúðu skriftini og tí orði sum jesus hevði sagt	O C O O O O O C C O O O O O C C O O O C O O O O O O C C	tá mintust lærusveinar hansara upprisin ið hann tí var frá deyðum til sagt at hevði hann hetta og teir skriftini og tí orði trúðu sum jesus hevði sagt	O C O O F O O O F O O O F O C O O O O O O O O F O O C C
