idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
22	De Servische premier heeft geen spijt dat de uitlevering van Milosevic de federatie in diepe crisis heeft gestort .	de servische premier heeft geen spijt dat de uitlevering van milosevic de federatie in diepe crisis heeft gestort	O O O C O O O O O O O O O O O O C C	de servische premier heeft geen spijt dat de uitlevering van milosevic de federatie in diepe crisis heeft gestort	O O O C O O O O O O O O O O O O C C
23	Hij zei gisteren dat de voordelen van de uitlevering ruimschoots opwegen tegen de ' kleine ' nadelen .	hij zei gisteren dat de voordelen van de uitlevering ruimschoots opwegen tegen de kleine nadelen	O C O O O O O O O O C O O O O	hij gisteren zei dat de voordelen van de uitlevering ruimschoots opwegen tegen de kleine nadelen	O O F O O O O O O O C O O O O
24	,, Het is het eind van een beproeving . ''	,, het is het eind van een beproeving ''	O O C O O O O O O	,, het is het eind van een beproeving ''	O O C O O O O O O
25	Maar liefst 11892 drugsverslaafden en - handelaren zijn afgelopen week bij grootscheepse razzia's in Iran aangehouden .	maar liefst 11892 drugsverslaafden en handelaren zijn afgelopen week bij grootscheepse razzia's in iran aangehouden	O O O C O O C C O O O O O O C	maar liefst 11892 drugsverslaafden aangehouden en handelaren week bij grootscheepse razzia's in iran zijn afgelopen	O O O C F O O O O O O O O F F
26	Niet altijd zonder tegenstand , want bij schietpartijen kwamen negen handelaren om , zo meldt het Iraanse staatspersbureau Irna .	niet altijd zonder tegenstand want bij schietpartijen kwamen negen handelaren om zo meldt het iraanse staatspersbureau irna	O O O O O O O C O O O O C O O O O	niet altijd zonder tegenstand want bij schietpartijen negen handelaren om kwamen zo meldt het iraanse staatspersbureau irna	O O O O O O O O O O F O C O O O O
27	De islamitische republiek heeft al sinds jaar en dag een drugsprobleem .	de islamitische republiek heeft al sinds jaar en dag een drugsprobleem	O O O C O O O O O O O	de islamitische republiek al sinds jaar en dag een drugsprobleem heeft	O O O O O O O O O O F
28	Het land telt zeker 1,2 miljoen verslaafden en een kleine miljoen onregelmatige gebruikers - en hier en daar valt ook het totale aantal van zes miljoen druggebruikers te horen , bijna tien procent van de bevolking .	het land telt zeker 1,2 miljoen verslaafden en een kleine miljoen onregelmatige gebruikers en hier en daar valt ook het totale aantal van zes miljoen druggebruikers te horen bijna tien procent van de bevolking	O O C O O O C O O O O O O O C O O O O O O O O O O O O C O O O O O O	het land telt zeker 1,2 miljoen verslaafden en een kleine miljoen onregelmatige gebruikers en valt hier en daar ook het totale aantal van zes miljoen horen druggebruikers te bijna tien procent van de bevolking	O O C O O O C O O O O O O O C O O O O O O O O O O F O O O O O O O O
29	Bij die cijfers wordt geen onderscheid gemaakt tussen heroïne , opium , morfine en hasj .	bij die cijfers wordt geen onderscheid gemaakt tussen heroïne opium morfine en hasj	O O O C O O C O O O O O O	bij die cijfers geen onderscheid wordt tussen heroïne opium morfine gemaakt en hasj	O O O O O F O O O O F O O
30	Van opium wordt beweerd dat zich zelfs onder de geestelijke elite tot op zeer hoog niveau gebruikers bevinden .	van opium wordt beweerd dat zich zelfs onder de geestelijke elite tot op zeer hoog niveau gebruikers bevinden	O O C C O O O O O O O O O O O O O C	van opium wordt beweerd dat zich zelfs onder de geestelijke elite tot op zeer hoog niveau gebruikers bevinden	O O C C O O O O O O O O O O O O O C
31	De andere drugs worden in toenemende mate gebruikt door Iraanse jongeren , die ontevreden zijn vanwege hoge werkloosheid en de beperkingen die de islamitische republiek hen oplegt .	de andere drugs worden in toenemende mate gebruikt door iraanse jongeren die ontevreden zijn vanwege hoge werkloosheid en de beperkingen die de islamitische republiek hen oplegt	O O O C O C O C O O O O O C O O O O O O O O O O O C	de andere drugs in mate door iraanse jongeren zijn toenemende die worden ontevreden vanwege hoge werkloosheid gebruikt en de beperkingen die de islamitische republiek hen oplegt	O O O O O O O O F F O F O O O O F O O O O O O O O C
32	Iran is een belangrijke doorvoerroute voor drugs uit Afghanistan en Pakistan .	iran is een belangrijke doorvoerroute voor drugs uit afghanistan en pakistan	O C O O O O O O O O O	iran is een belangrijke doorvoerroute voor drugs uit afghanistan en pakistan	O C O O O O O O O O O
33	Langs de 945 kilometer lange Afghaanse grens staat sinds vorig jaar een bewaakt hek , maar handelaren brengen hun waar nu met boten over de Perzische Golf .	langs de 945 kilometer lange afghaanse grens staat sinds vorig jaar een bewaakt hek maar handelaren brengen hun waar nu met boten over de perzische golf	O O O O O O O C O O O O C O O O C O O O O O O O O O	langs de 945 kilometer lange afghaanse grens bewaakt sinds vorig jaar een staat hek maar handelaren brengen hun waar nu met boten over de perzische golf	O O O O O O O F O O O O F O O O C O O O O O O O O O
34	Zestig procent van de handel vindt via Iran z'n weg naar Turkije en daarna verder naar het Westen .	zestig procent van de handel vindt via iran z'n weg naar turkije en daarna verder naar het westen	O O O O O C O O O O O O O O O O O O	zestig procent van de handel vindt via iran z'n weg naar turkije en daarna verder naar het westen	O O O O O C O O O O O O O O O O O O
35	De razzia's van afgelopen week zijn onderdeel van een hard beleid tegen de drugsmokkel .	de razzia's van afgelopen week zijn onderdeel van een hard beleid tegen de drugsmokkel	O O O C O C O O O O O O O O	de razzia's van zijn week afgelopen onderdeel van een hard beleid tegen de drugsmokkel	O O O F O F O O O O O O O O
36	Vrijwel wekelijks zijn er berichten over schietpartijen bij het onderscheppen van partijen van soms wel een ton of meer .	vrijwel wekelijks zijn er berichten over schietpartijen bij het onderscheppen van partijen van soms wel een ton of meer	O O C O O O O O O C O O O O O O O O O	vrijwel wekelijks zijn er berichten over schietpartijen bij het onderscheppen van partijen van soms wel een ton of meer	O O C O O O O O O C O O O O O O O O O
37	Iran heeft de afgelopen twintig jaar meer dan 10000 handelaren geëxecuteerd .	iran heeft de afgelopen twintig jaar meer dan 10000 handelaren geëxecuteerd	O C O C O O O O O O C	iran de geëxecuteerd afgelopen twintig jaar meer dan 10000 handelaren heeft	O O F C O O O O O O F
38	Zo'n 800 ter dood veroordeelden wachten nog op de uitvoering van hun vonnis .	zo'n 800 ter dood veroordeelden wachten nog op de uitvoering van hun vonnis	O O O O C C O O O O O O O	zo'n 800 ter dood veroordeelden wachten nog op de uitvoering van hun vonnis	O O O O C C O O O O O O O
39	De plotselinge dood van haar vader bracht Sissy van Alebeek in de aanloop naar het Nederlands kampioenschap wielrennen terug tot de vraag hoe belangrijk sport in het leven is .	de plotselinge dood van haar vader bracht sissy van alebeek in de aanloop naar het nederlands kampioenschap wielrennen terug tot de vraag hoe belangrijk sport in het leven is	O O O O O O C O O O O O O O O O O O O O O O O O O O O C C	de plotselinge dood bracht van haar vader sissy van alebeek in de aanloop naar het nederlands kampioenschap terug tot de vraag hoe is belangrijk sport in het leven wielrennen	O O O F O O O O O O O O O O O O O O O O O O F O O O O O C
40	,, Het ene moment dat ik ging trainen , was ik binnen een uur alweer thuis .	,, het ene moment dat ik ging trainen was ik binnen een uur alweer thuis	O O O O C O O O O O O O O C C	,, het ene moment ik binnen een uur alweer was thuis dat ik ging trainen	O O O O O O O O O F O O O C C
41	Ik dacht : wat heeft het allemaal voor zin .	ik dacht wat heeft het allemaal voor zin	O C O C O O O O	ik dacht heeft wat het allemaal voor zin	O C F O O O O O
42	Maar de volgende dag kon ik het wel weer opbrengen . ''	maar de volgende dag kon ik het wel weer opbrengen ''	O O C O C O O O O C O	maar de kon dag ik volgende het opbrengen wel weer ''	O O F O O F O F O O O
43	Want sport blijkt ook een goede manier om emoties een uitweg te bieden .	want sport blijkt ook een goede manier om emoties een uitweg te bieden	O O C O O O O O O O O O C	want sport blijkt ook een goede manier om emoties een uitweg te bieden	O O C O O O O O O O O O C
44	Zelden maakte de ontknoping van de nationale vrouwenstrijd meer emoties los dan zaterdag in Nijmegen .	zelden maakte de ontknoping van de nationale vrouwenstrijd meer emoties los dan zaterdag in nijmegen	O C O O O O O O O O O O O O O	zelden de ontknoping van de nationale vrouwenstrijd maakte meer emoties los dan zaterdag in nijmegen	O O O O O O O F O O O O O O O
45	Van Alebeek won de sprint van de kopgroep en viel daarna in de armen van haar huilende moeder .	van alebeek won de sprint van de kopgroep en viel daarna in de armen van haar huilende moeder	O O C O O O O O O C O O O O O O C O	van alebeek won de sprint van de kopgroep en daarna viel in de armen van haar moeder huilende	O O C O O O O O O O F O O O O O O F
46	Ook bij ploeggenote en hartsvriendin Leontien van Moorsel biggelden de tranen over de wangen .	ook bij ploeggenote en hartsvriendin leontien van moorsel biggelden de tranen over de wangen	O O O O O O O O C O O O O O	ook bij ploeggenote en hartsvriendin leontien van moorsel biggelden de tranen over de wangen	O O O O O O O O C O O O O O
47	,, Geluk en verdriet liggen dicht bij elkaar '' , zei Van Moorsel .	,, geluk en verdriet liggen dicht bij elkaar '' zei van moorsel	O O O O C O O O O C O O	,, geluk en verdriet liggen dicht bij elkaar '' van zei moorsel	O O O O C O O O O O F O
48	Van Alebeek bleef onwennig lachen .	van alebeek bleef onwennig lachen	O O C O C	van alebeek bleef lachen onwennig	O O C F O
49	Het wilde niet echt tot haar doordringen .	het wilde niet echt tot haar doordringen	O C O O O O C	het wilde doordringen niet echt tot haar	O C F O O O O
50	Twee weken geleden keerden haar ouders met de ouders van Van Moorsel terug van Spanje waar ze een koers van hun dochters hadden gevolgd .	twee weken geleden keerden haar ouders met de ouders van van moorsel terug van spanje waar ze een koers van hun dochters hadden gevolgd	O O O C O O O O O O O O O O O O O O O O O O C C	twee weken geleden keerden haar ouders met de ouders van van moorsel terug van spanje waar ze een koers van hun dochters hadden gevolgd	O O O C O O O O O O O O O O O O O O O O O O C C
51	Tijdens een tussenstop zakte Jan van Alebeek ineen .	tijdens een tussenstop zakte jan van alebeek ineen	O O O C O O O O	tijdens een tussenstop jan van alebeek zakte ineen	O O O O O O F O
52	Hij overleed ter plaatse .	hij overleed ter plaatse	O C O O	hij overleed ter plaatse	O C O O
53	In dagen van verslagenheid probeerde de Farm Frites-ploeg zich te concentreren op het NK .	in dagen van verslagenheid probeerde de farm frites-ploeg zich te concentreren op het nk	O O O O O O C O O O C O O O	in dagen van verslagenheid zich concentreren te op het nk probeerde de farm frites-ploeg	O O O O O F O O O O C O O O
54	Want er waren ook grote zorgen over de ernstig zieke mecanicien Jaap van der Wolf .	want er waren ook grote zorgen over de ernstig zieke mecanicien jaap van der wolf	O O C O O O O O O O O O O O O	want er ook grote zorgen waren over de ernstig zieke mecanicien jaap van der wolf	O O O O O F O O O O O O O O O
55	Van Moorsel : ,, Onze ploeg reed vandaag met extra moraal . ''	van moorsel ,, onze ploeg reed vandaag met extra moraal ''	O O O O O C O O O O O	van moorsel ,, onze ploeg reed vandaag met extra moraal ''	O O O O O C O O O O O
56	Van Alebeek ( 25 ) fietst al aan de zijde van de drievoudig olympisch kampioene sinds die in 1996 met haar eigen VKS-ploeg begon .	van alebeek 25 fietst al aan de zijde van de drievoudig olympisch kampioene sinds die in 1996 met haar eigen vks-ploeg begon	O O O C O O O O O O O O O O O O O O O O O C	van alebeek 25 al aan de zijde fietst van de drievoudig olympisch kampioene sinds die in 1996 met haar eigen vks-ploeg begon	O O O O O O O F O O O O O O O O O O O O O C
57	Ze verhuisde van Schijndel naar Rotterdam om meer met haar kopvrouw te kunnen trainen .	ze verhuisde van schijndel naar rotterdam om meer met haar kopvrouw te kunnen trainen	O C O O O O O O O O O O C C	ze van schijndel verhuisde naar rotterdam om trainen meer met haar kopvrouw te kunnen	O O O F O O O F O O O O O F
58	Een onverdeeld genoegen is dat lang niet altijd - ' Leontien is best wel hard en rijdt nog door als ik al het snot voor de ogen heb ' - maar dat werpt ook zijn vruchten af .	een onverdeeld genoegen is dat lang niet altijd leontien is best wel hard en rijdt nog door als ik al het snot voor de ogen heb maar dat werpt ook zijn vruchten af	O O O C O O O O O C O O O O C O O O O O O O O O O C O O C O O O O	een onverdeeld genoegen is dat lang niet altijd leontien is best wel hard en rijdt nog door als ik al heb het snot voor de ogen maar dat ook zijn vruchten af werpt	O O O C O O O O O C O O O O C O O O O O F O O O O O O O O O O O F
59	De heer Fennema , leraar aan een technische school , werd drie jaar geleden raadslid in Gorkum .	de heer fennema leraar aan een technische school werd drie jaar geleden raadslid in gorkum	O O O O O O O O C O O O O O O	de heer fennema leraar aan een technische school drie jaar werd geleden raadslid in gorkum	O O O O O O O O O O F O O O O
60	De geloofsbrieven van de heren J. Sleiffer ( kath. v. ) en dr. ir. J. J. Breen ( lib. ) werden in orde bevonden .	de geloofsbrieven van de heren j. sleiffer kath. v. en dr. ir. j. j. breen lib. werden in orde bevonden	O O O O O O O O O O O O O O O O C O O C	de geloofsbrieven van de heren j. sleiffer kath. v. en dr. ir. j. j. breen lib. werden in orde bevonden	O O O O O O O O O O O O O O O O C O O C
61	Zij zijn de opvolgers van resp. wethouder R. S. Killian en H. Slob .	zij zijn de opvolgers van resp. wethouder r. s. killian en h. slob	O C O O O O O O O O O O O	zij de zijn opvolgers van resp. wethouder r. s. killian en h. slob	O O F O O O O O O O O O O
62	De heer Sleiffer werkt als bankemploye buiten Gorkum en de heer Breen is verbonden aan een suikerfabriek .	de heer sleiffer werkt als bankemploye buiten gorkum en de heer breen is verbonden aan een suikerfabriek	O O O C O O O O O O O O C C O O O	de heer sleiffer verbonden als bankemploye buiten gorkum is en werkt de heer breen aan een suikerfabriek	O O O F O O O O F O F O O O O O O
63	In elk geval kan men stellen dat er onzekerheid heerst over de vraag of de rente nog verder zal stijgen .	in elk geval kan men stellen dat er onzekerheid heerst over de vraag of de rente nog verder zal stijgen	O O O C O C O O O C O O O O O O O O C C	in elk geval kan men stellen dat er onzekerheid heerst over de vraag stijgen of zal de rente nog verder	O O O C O C O O O C O O O F O F O O O O
64	De speculaties op een revaluatie van de mark hebben geld uit ons land weggezogen , wat tot de stijging van de rente heeft bijgedragen .	de speculaties op een revaluatie van de mark hebben geld uit ons land weggezogen wat tot de stijging van de rente heeft bijgedragen	O O O O O O O O C O O O O C O O O O O O O C C	de speculaties op een revaluatie van de mark hebben geld uit ons land weggezogen wat tot de stijging van de rente heeft bijgedragen	O O O O O O O O C O O O O C O O O O O O O C C
65	Dit effect is nu bezig te verdwijnen .	dit effect is nu bezig te verdwijnen	O O C O O O C	dit effect nu is bezig te verdwijnen	O O O F O O C
66	Belangrijker is wat er met de rente in de Verenigde Staten gebeurt .	belangrijker is wat er met de rente in de verenigde staten gebeurt	O C O O O O O O O O O C	belangrijker is wat er met de rente in de verenigde staten gebeurt	O C O O O O O O O O O C
67	De obligatierente toont daar al enige weken een neiging tot dalen , terwijl ook de geldmarkt tekenen van ontspanning laat zien .	de obligatierente toont daar al enige weken een neiging tot dalen terwijl ook de geldmarkt tekenen van ontspanning laat zien	O O C O O O O O O O C O O O O O O O C C	de obligatierente daar al enige weken toont een neiging dalen tot terwijl ook de geldmarkt tekenen van ontspanning laat zien	O O O O O O F O O F O O O O O O O O C C
68	Wall Street heeft zijn stuwende kracht ook op de laatste dag van de beursweek kunnen handhaven .	wall street heeft zijn stuwende kracht ook op de laatste dag van de beursweek kunnen handhaven	O O C O C O O O O O O O O O C C	wall handhaven street kunnen zijn kracht ook op de laatste dag van de beursweek stuwende heeft	O F O F O O O O O O O O O O F F
69	De werkgevers denken aan een invoering na het horen van de SociaalEconomische Raad .	de werkgevers denken aan een invoering na het horen van de sociaaleconomische raad	O O C O O O O O C O O O O	de werkgevers aan een invoering denken na het horen van de sociaaleconomische raad	O O O O O F O O C O O O O
70	De beurs ging geleidelijk omhoog ;	de beurs ging geleidelijk omhoog	O O C O O	de beurs ging geleidelijk omhoog	O O C O O
71	het Dow Jones gemiddelde steeg 6,53 pnt .	het dow jones gemiddelde steeg 6,53 pnt	O O O O C O O	het dow jones gemiddelde steeg 6,53 pnt	O O O O C O O
72	Aan het slot was de markt op het beste niveau van de dag en liep de ticker drie minuten achter .	aan het slot was de markt op het beste niveau van de dag en liep de ticker drie minuten achter	O O O C O O O O O O O O O O C O O O O O	aan het slot de markt op het beste niveau van de dag was en liep de ticker drie minuten achter	O O O O O O O O O O O O F O C O O O O O
73	Hoewel het wereldnieuws gisteren niet al te rooskleurig was , was de stemming vast ;	hoewel het wereldnieuws gisteren niet al te rooskleurig was was de stemming vast	O O O O O O O O C C O O O	hoewel het wereldnieuws gisteren was niet al te rooskleurig de stemming was vast	O O O O F O O O O O O F O
74	Retoriek werd een welbewust aangeleerd en steeds zelfverzekerder gehanteerd politiek wapen .	retoriek werd een welbewust aangeleerd en steeds zelfverzekerder gehanteerd politiek wapen	O C O O C O O O C O O	retoriek werd een welbewust en steeds zelfverzekerder gehanteerd aangeleerd politiek wapen	O C O O O O O F F O O
75	Het was een specialisering die ook haar gevaren had .	het was een specialisering die ook haar gevaren had	O C O O O O O O C	het was een specialisering die ook haar gevaren had	O C O O O O O O C
76	"Lord Esher , de afzijdige , maar invloedrijke waarnemer van het Engelse politieke toneel , had in 1917 al opgemerkt , dat Churchill de neiging bezat om "" grote onderwerpen in ritmische taal "" te behandelen en gauw "" de slaaf van zijn eigen frasen "" te worden ."	lord esher de afzijdige maar invloedrijke waarnemer van het engelse politieke toneel had in 1917 al opgemerkt dat churchill de neiging bezat om grote onderwerpen in ritmische taal te behandelen en gauw de slaaf van zijn eigen frasen te worden	O O O O O O O O O O O O C O O O C O O O O C O O O O O O O C O O O O O O O O O C	lord esher de afzijdige maar invloedrijke waarnemer van het engelse politieke toneel in 1917 al had opgemerkt dat churchill de neiging bezat om grote onderwerpen in ritmische taal behandelen te en gauw de slaaf worden van zijn eigen frasen te	O O O O O O O O O O O O O O O F C O O O O C O O O O O O F O O O O O F O O O O O
77	Aan Charles Masterman , een collega uit de eerste ministeriele jaren , was die neiging al eerder opgevallen .	aan charles masterman een collega uit de eerste ministeriele jaren was die neiging al eerder opgevallen	O O O O O O O O O O C O O O O C	aan was charles masterman een collega uit de eerste ministeriele jaren die neiging al eerder opgevallen	O F O O O O O O O O O O O O O C
78	Puzo vindt de door hem beschreven figuren kennelijk sympathiek .	puzo vindt de door hem beschreven figuren kennelijk sympathiek	O C O O O C O O O	puzo beschreven de door vindt hem figuren kennelijk sympathiek	O F O O F O O O O
79	Het adres acht blijkbaar de noodzaak voor deze afkoeling steeds groter .	het adres acht blijkbaar de noodzaak voor deze afkoeling steeds groter	O O C O O O O O O O O	het adres acht blijkbaar de noodzaak voor deze afkoeling steeds groter	O O C O O O O O O O O
80	"Het zijn allen mensen wier afwijkende levenshouding op rekening van de "" gewone "" , niets begrijpende maatschappij geschreven moet worden ."	het zijn allen mensen wier afwijkende levenshouding op rekening van de gewone niets begrijpende maatschappij geschreven moet worden	O C O O O C O O O O O O O C O C C C	het zijn allen mensen wier afwijkende levenshouding op rekening van de gewone niets begrijpende maatschappij geschreven moet worden	O C O O O C O O O O O O O C O C C C
81	Soms is Puzo's houding tegenover zijn karakters onduidelijk .	soms is puzo's houding tegenover zijn karakters onduidelijk	O C O O O O O O	soms is puzo's houding tegenover zijn karakters onduidelijk	O C O O O O O O
82	Enkele malen krijgt de lezer het gevoel dat de schrijver de spot met hen drijft , hen op zeer subtiele wijze toont zoals ze werkelijk zijn , zonder een direct oordeel uit te spreken .	enkele malen krijgt de lezer het gevoel dat de schrijver de spot met hen drijft hen op zeer subtiele wijze toont zoals ze werkelijk zijn zonder een direct oordeel uit te spreken	O O C O O O O O O O O O O O C O O O O O C O O O C O O O O O O C	enkele malen de lezer krijgt het gevoel dat de schrijver de spot met hen drijft hen toont op zeer subtiele wijze zoals ze werkelijk zijn zonder een direct oordeel uit te spreken	O O O O F O O O O O O O O O C O F O O O O O O O C O O O O O O C
83	Veelal klopt dit ook met de werkelijkheid .	veelal klopt dit ook met de werkelijkheid	O C O O O O O	veelal dit klopt ook met de werkelijkheid	O O F O O O O
