idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
17	Og úr því hún nefndi skuldaleiðréttingarnar og önnur mál sem eiga að fara í gegnum þingið þá er í því tiltekna máli engin launung á , og ég hef sagt það áður í þessum ræðustól , að ég er ekki hrifin af þeim áformum ríkisstjórnarinnar að demba inn í framtíðina 80 milljörðum .	og úr því hún nefndi skuldaleiðréttingarnar og önnur mál sem eiga að fara í gegnum þingið þá er í því tiltekna máli engin launung á og ég hef sagt það áður í þessum ræðustól að ég er ekki hrifin af þeim áformum ríkisstjórnarinnar að demba inn í framtíðina 80 milljörðum	O O O O C O O O O O O O C O O O O O C O C O O O O O O C C O O O O O O O C O O O O O O O C O O O O O	og er úr því þá í því tiltekna máli engin launung hún nefndi skuldaleiðréttingarnar og önnur mál sem eiga að í fara gegnum þingið á og ég það áður hef í þessum ræðustól að ég ekki er sagt hrifin af þeim áformum ríkisstjórnarinnar að demba inn í framtíðina 80 milljörðum	O F O O O O O O O O O O C O O O O O C O O F O O O O O O O F O O O O O O C F O O O O O O C O O O O O
18	Ég mun ekki styðja það .	ég mun ekki styðja það	O C O C O	ég ekki mun það styðja	O O F O F
19	Ég sakna svo sem ekki þeirra tillagna en auðvitað er það óþolandi fyrir það fólk sem það gerir , að fólk fái ekki svör því að óvissan er miklu verri , það er miklu verra ástand en að fá bara skellinn , þá getur maður haldið áfram , en hitt er miklu verri staða .	ég sakna svo sem ekki þeirra tillagna en auðvitað er það óþolandi fyrir það fólk sem það gerir að fólk fái ekki svör því að óvissan er miklu verri það er miklu verra ástand en að fá bara skellinn þá getur maður haldið áfram en hitt er miklu verri staða	O C O O O O O O O C O O O O O O O O C O O O C O O O O O C O O O O O C O O C O O O O C O O O C O C O	ég sakna svo sem ekki þeirra tillagna en auðvitað er það óþolandi fyrir það fólk því að óvissan er miklu verri það er miklu verra ástand en hitt er miklu verri staða sem það gerir að fólk fái ekki svör en að fá bara skellinn þá maður getur haldið áfram	O C O O O O O O O C O O O O O O O O C O O O C O O O O O C O O O O O C O O C O O O O C O O O O F C O
20	Herra forseti . Eins og ég rakti í ræðu minni biðlaði ég í raun til margra góðra þingmanna sem eru í stjórnarmeirihluta , sem ég þekki af góðu og hef átt gott samstarf við í nefndum þingsins .	herra forseti eins og ég rakti í ræðu minni biðlaði ég í raun til margra góðra þingmanna sem eru í stjórnarmeirihluta sem ég þekki af góðu og hef átt gott samstarf við í nefndum þingsins	O O O C O O O O O O O O C O O O O C O O O O O C O O O C C O O O O O O	herra forseti eins ég í raun til margra góðra þingmanna sem eru í stjórnarmeirihluta biðlaði og ég í ræðu minni rakti sem ég þekki af góðu og átt hef gott samstarf við í nefndum þingsins	O O O O O O O O O O O F O O F O O O O O F O O C O O O F F O O O O O O
21	Það er skynsamt fólk í öllum flokkum og ég vona að það búi við það frelsi í flokkum sínum að fá að taka sjálfstæðar ákvarðanir og að það geti hreinlega fylgt sannfæringu sinni .	það er skynsamt fólk í öllum flokkum og ég vona að það búi við það frelsi í flokkum sínum að fá að taka sjálfstæðar ákvarðanir og að það geti hreinlega fylgt sannfæringu sinni	O C O O O O O O O C O O C O O O O O O O C O C O O O O O C O C O O	það er skynsamt fólk í öllum flokkum og ég vona að það búi við það frelsi í flokkum sínum að fá taka að sjálfstæðar ákvarðanir og að það geti hreinlega fylgt sannfæringu sinni	O C O O O O O O O C O O C O O O O O O O C F O O O O O O C O C O O
22	Ég vona að því sé þannig farið í öllum flokkum og það sé ekki einhver lúxus sem við búum við í Bjartri framtíð .	ég vona að því sé þannig farið í öllum flokkum og það sé ekki einhver lúxus sem við búum við í bjartri framtíð	O C O O C O C O O O O O C O O O O O C O O O O	ég vona sé að því þannig í öllum flokkum og það farið ekki einhver sé lúxus sem búum við við í bjartri framtíð	O C F O O O O O O O O F O O F O O F O O O O O
23	Herra forseti . Ég þakka spurninga .	herra forseti ég þakka spurninga	O O O C O	herra forseti ég þakka spurninga	O O O C O
24	Það er vissulega eilítið súrrealískt að fara að vinna á þingi .	það er vissulega eilítið súrrealískt að fara að vinna á þingi	O C O O O O C O C O O	það vissulega eilítið súrrealískt er að fara að vinna á þingi	O O O O F O C O C O O
25	En við í Bjartri framtíð höfum haft háleitt markmið og mörgum hefur kannski fundist það barnalegt markmið , það sé svo far out að reyna að bæta stjórnmálin .	en við í bjartri framtíð höfum haft háleitt markmið og mörgum hefur kannski fundist það barnalegt markmið það sé svo far out að reyna að bæta stjórnmálin	O O O O O C C O O O O C O C O O O O C O O O O C O C O	en haft höfum við í bjartri framtíð háleitt markmið og mörgum kannski hefur það barnalegt fundist markmið það reyna sé svo far out að að bæta stjórnmálin	O F F O O O O O O O O O F O O F O O F F O O O O O C O
26	En við trúum því að ef við gerum það komist hlutirnir í gang , komist áfram .	en við trúum því að ef við gerum það komist hlutirnir í gang komist áfram	O O C O O C O O O O O C O C O	en við því trúum að komist hlutirnir í gang ef við gerum það áfram komist	O O O F O C O O O O O C O O F
27	Við sjáum auðvitað að þetta er ekkert eðlilegt umhverfi og svona virkar þetta ekki í fyrirtækjum landsins .	við sjáum auðvitað að þetta er ekkert eðlilegt umhverfi og svona virkar þetta ekki í fyrirtækjum landsins	O C O O O C O O O O O C O O O O O	við auðvitað að þetta ekkert eðlilegt umhverfi er sjáum og svona virkar þetta ekki í fyrirtækjum landsins	O O O O O O O F F O O C O O O O O
28	Ef hver höndin er upp á móti annarri og fólk hlustar ekki hvert á annað kemst enginn lönd né strönd .	ef hver höndin er upp á móti annarri og fólk hlustar ekki hvert á annað kemst enginn lönd né strönd	O O O C O O O O C O O O O O O C O O O O	ef hver höndin upp á móti annarri kemst enginn er lönd né strönd og fólk hlustar ekki hvert á annað	O O O O O O O F O F O O O O O C O O O O
29	Það er vissulega háleitt markmið að reyna að breyta þessu en þetta er grundvallaratriði , að ég tel , í farsæld íslenskrar þjóðar .	það er vissulega háleitt markmið að reyna að breyta þessu en þetta er grundvallaratriði að ég tel í farsæld íslenskrar þjóðar	O C O O O O O C O O O O O O O O C O C O C	það er vissulega háleitt markmið en þetta er grundvallaratriði að ég í farsæld íslenskrar þjóðar að reyna að breyta þessu tel	O C O O O O O C O O O O O O O O C O C O C
30	Hér stoppar allt of margt og við erum ekkert ofboðslega klár enn sem komið er að tala saman .	hér stoppar allt of margt og við erum ekkert ofboðslega klár enn sem komið er að tala saman	O C O O O O O C O O O O O C C O C O	hér allt of margt og erum stoppar við ekkert ofboðslega klár enn sem komið er að tala saman	O O O O O F F O O O O O O C C O C O
31	Ég hafði miklar væntingar til þess að fá að fjalla um þessa skýrslu og gera það eftir settum leikreglum hér á Alþingi .	ég hafði miklar væntingar til þess að fá að fjalla um þessa skýrslu og gera það eftir settum leikreglum hér á alþingi	O C O O O O O C O C O O O O C O O O O O O O	ég miklar væntingar til þess hafði að fá að fjalla um þessa skýrslu og það eftir settum leikreglum hér á alþingi gera	O O O O O F O C O C O O O O O O O O O O O F
32	Ég vil trúa því áður en annað kemur í ljós að hér sé fólk að vinna af heilindum og meini það sem það segir , að það vilji hlusta á alls konar sjónarmið og það hafi eitthvað að segja .	ég vil trúa því áður en annað kemur í ljós að hér sé fólk að vinna af heilindum og meini það sem það segir að það vilji hlusta á alls konar sjónarmið og það hafi eitthvað að segja	O C C O O O O C O O O O C O O C O O O C O O O O C O C C O O O O O O C O O C	ég vil því trúa áður en annað kemur í ljós að hér fólk að vinna sé af heilindum meini og það að sem segir það það hlusta á alls konar sjónarmið og vilji það eitthvað hafi að segja	O C O F O O O C O O O O O O F F O O F O O O O F O O F O O O O O F O O F O C
33	En ég hef orðið fyrir vonbrigðum með það .	en ég hef orðið fyrir vonbrigðum með það	O O C C O O O O	en ég orðið fyrir vonbrigðum með hef það	O O F O O O F O
34	Hæstv. forseti . Ég þakka svörin , bæði frá virðulegum forseta og sömuleiðis þingmanninum , þó svo ég haldi áfram og lýsi vonbrigðum mínum yfir því að fólk sé ekki á staðnum til að taka þátt í því starfi sem á að fara fram hér .	hæstv. forseti ég þakka svörin bæði frá virðulegum forseta og sömuleiðis þingmanninum þó svo ég haldi áfram og lýsi vonbrigðum mínum yfir því að fólk sé ekki á staðnum til að taka þátt í því starfi sem á að fara fram hér	O O O C O O O O O O O O O O O C O O C O O O O O O C O O O O O C O O O O O C O C O O	hæstv. forseti ég þakka svörin bæði frá virðulegum forseta og sömuleiðis þingmanninum þó svo ég haldi áfram og vonbrigðum mínum yfir því sé að fólk ekki lýsi á staðnum til að taka þátt í því starfi sem á fara að fram hér	O O O C O O O O O O O O O O O C O O O O O O F O O O F O O O O C O O O O O C F O O O
35	Ég beini því til forseta að finna lausn á því .	ég beini því til forseta að finna lausn á því	O C O O O O C O O O	ég beini því til forseta finna að lausn á því	O C O O O F O O O O
36	Hv. þingmaður talaði svolítið um stóru millifærsluna svokölluðu eða skuldaniðurfellinguna eins og við könnumst við hana .	hv. þingmaður talaði svolítið um stóru millifærsluna svokölluðu eða skuldaniðurfellinguna eins og við könnumst við hana	O O C O O O O O O O O O O C O O	hv. þingmaður talaði svolítið um stóru millifærsluna svokölluðu eða skuldaniðurfellinguna eins og við könnumst við hana	O O C O O O O O O O O O O C O O
37	Ég tók eftir því að þingmaðurinn nefndi að við værum ekki með neina greiningu á því hver fengi hvað og hver borgaði á endanum .	ég tók eftir því að þingmaðurinn nefndi að við værum ekki með neina greiningu á því hver fengi hvað og hver borgaði á endanum	O C O O O O C O O C O O O O O O O C O O O C O O	ég eftir því tók að þingmaðurinn værum að við ekki með nefndi neina greiningu á því hver fengi hvað og hver borgaði á endanum	O O O F O O F O O O O F O O O O O C O O O C O O
38	Um það er ég henni hjartanlega sammála .	um það er ég henni hjartanlega sammála	O O C O O O O	um það er ég henni hjartanlega sammála	O O C O O O O
39	Í því sambandi vil ég spyrja hana nánar út í það hvernig við veltum vanda samtímans á undan okkur og hver muni á endanum borga .	í því sambandi vil ég spyrja hana nánar út í það hvernig við veltum vanda samtímans á undan okkur og hver muni á endanum borga	O O O C O C O O O O O O O C O O O O O O O C O O C	í því sambandi ég spyrja hana nánar út í vil það hvernig við veltum vanda samtímans á undan okkur og hver borga muni á endanum	O O O O F O O O O F O O O C O O O O O O O F F O O
40	Frú forseti . Ég vil þakka hv. þm. Sigríði Ingibjörgu Ingadóttur fyrir ræðuna .	frú forseti ég vil þakka hv. þm. sigríði ingibjörgu ingadóttur fyrir ræðuna	O O O C C O O O O O O O	frú forseti ég vil þakka hv. þm. sigríði ingibjörgu ingadóttur fyrir ræðuna	O O O C C O O O O O O O
41	Hún var sannarlega „ inspírerandi “ og þingmaðurinn fór ágætlega eða mjög vel yfir af hverju hún tekur þá afstöðu sem hún hefur tekið gagnvart Evrópusambandinu .	hún var sannarlega „ inspírerandi “ og þingmaðurinn fór ágætlega eða mjög vel yfir af hverju hún tekur þá afstöðu sem hún hefur tekið gagnvart evrópusambandinu	O C O O C O O O C O O O O O O O O C O O O O O O C C	hún sannarlega var „ “ inspírerandi og þingmaðurinn fór ágætlega eða mjög vel yfir af hverju hún tekur þá afstöðu gagnvart evrópusambandinu sem hún tekið hefur	O O F O O F O O C O O O O O O O O C O O O O O O F F
42	Við erum sammála um að við viljum sjá samning og skoða hvernig hann lítur út og við vitum að það er ekkert ljóst með aðild fyrr en við sjáum hvað í honum stendur .	við erum sammála um að við viljum sjá samning og skoða hvernig hann lítur út og við vitum að það er ekkert ljóst með aðild fyrr en við sjáum hvað í honum stendur	O C O O O O C C O O C O O C O O O C O O C O O O O O O O C O O O C	við erum sammála um að við viljum sjá samning og skoða hvernig hann lítur út og við að það ekkert ljóst vitum er með aðild fyrr sjáum en við hvað í honum stendur	O C O O O O C C O O C O O C O O O O O O O F F O O O F O O O O O C
43	Nú er það svo að ferlið er í uppnámi og ég vil spyrja þingmanninn hvort hún álíti að hlé á viðræðum sé skárri kostur en að rjúfa þær alveg .	nú er það svo að ferlið er í uppnámi og ég vil spyrja þingmanninn hvort hún álíti að hlé á viðræðum sé skárri kostur en að rjúfa þær alveg	O C O O O O C O O O O C C O O O C O O O O C O O O O C O O	nú það svo að er ferlið í uppnámi er og ég vil spyrja þingmanninn hvort hún að hlé álíti á viðræðum sé skárri kostur en að þær alveg rjúfa	O O O O F O O O F O O C C O O O O O F O O C O O O O O O F
44	Forseti SilG : Forseti vill biðja hv. þingmann að nota fyrst og fremst íslenskt mál .	forseti silg forseti vill biðja hv. þingmann að nota fyrst og fremst íslenskt mál	O O O C C O O O C O O O O O	forseti silg vill forseti biðja hv. þingmann að nota fyrst og fremst íslenskt mál	O O F O C O O O C O O O O O
45	Herra forseti . Ég þakka hv. þingmanni fyrir falleg orð varðandi frumvarpið sem við leggjum fram um hefndarklám .	herra forseti ég þakka hv. þingmanni fyrir falleg orð varðandi frumvarpið sem við leggjum fram um hefndarklám	O O O C O O O O O C O O O C O O O	herra forseti þakka ég hv. þingmanni fyrir falleg orð varðandi frumvarpið sem við fram um hefndarklám leggjum	O O F O O O O O O C O O O O O O F
46	Það er í raun birtingarmynd þess að við lifum í nýjum veruleika .	það er í raun birtingarmynd þess að við lifum í nýjum veruleika	O C O O O O O O C O O O	það er í raun birtingarmynd þess lifum að við í nýjum veruleika	O C O O O O F O O O O O
47	Við lifum allmikið í netheimum , á hverjum degi , og þar gerast ýmsir hlutir , bæði góðir og vondir .	við lifum allmikið í netheimum á hverjum degi og þar gerast ýmsir hlutir bæði góðir og vondir	O C O O O O O O O O C O O O O O O	við lifum allmikið í netheimum á hverjum degi gerast og þar ýmsir hlutir bæði góðir og vondir	O C O O O O O O F O O O O O O O O
48	Við verðum að vakna og vera í takt við það , láta lögin vera í takt við þann veruleika sem við búum við .	við verðum að vakna og vera í takt við það láta lögin vera í takt við þann veruleika sem við búum við	O C O C O C O O O O C O C O O O O O O O C O	við verðum að vakna og vera í takt við það lögin vera í takt láta við þann veruleika sem við búum við	O C O C O C O O O O O F O O F O O O O O C O
49	Hv. þingmaður talaði um vitundarvakninguna og þá miklu samvinnu sem stjórnvöld fóru í á síðasta kjörtímabili .	hv. þingmaður talaði um vitundarvakninguna og þá miklu samvinnu sem stjórnvöld fóru í á síðasta kjörtímabili	O O C O O O O O O O O C O O O O	hv. þingmaður um vitundarvakninguna og þá miklu samvinnu talaði sem stjórnvöld í fóru á síðasta kjörtímabili	O O O O O O O O F O O O F O O O
50	Stjórnvöld á þeim tíma eiga mikið hrós skilið fyrir að hafa farið fram með vitundarvakningu varðandi kynferðisbrot , einkum brot er snúa að börnum .	stjórnvöld á þeim tíma eiga mikið hrós skilið fyrir að hafa farið fram með vitundarvakningu varðandi kynferðisbrot einkum brot er snúa að börnum	O O O O C O O C O O C C O O O C O O O O C O O	stjórnvöld á þeim tíma eiga mikið hrós skilið fyrir hafa að fram með vitundarvakningu farið varðandi kynferðisbrot einkum brot er snúa að börnum	O O O O C O O C O F O O O O F C O O O O C O O
51	Þau gerðu það í miklu samstarfi við ýmis félagasamtök og hagsmunaaðila .	þau gerðu það í miklu samstarfi við ýmis félagasamtök og hagsmunaaðila	O C O O O O O O O O O	þau gerðu það í miklu samstarfi við ýmis félagasamtök og hagsmunaaðila	O C O O O O O O O O O
52	Það er auðvitað þyngra en tárum taki að sjá þá vinnu verða að engu þrátt fyrir fyrirheit þingmanna úr öllum flokkum í kjölfar druslugöngunnar í sumar .	það er auðvitað þyngra en tárum taki að sjá þá vinnu verða að engu þrátt fyrir fyrirheit þingmanna úr öllum flokkum í kjölfar druslugöngunnar í sumar	O C O O O O C O C O O C O O O O O O O O O O O O O O	það er auðvitað þyngra en tárum taki að þá vinnu sjá að verða engu þrátt fyrir fyrirheit þingmanna úr öllum flokkum í kjölfar druslugöngunnar í sumar	O C O O O O C O O O F O F O O O O O O O O O O O O O
53	Þá vildi enginn skera neitt niður .	þá vildi enginn skera neitt niður	O C O C O O	þá enginn neitt niður vildi skera	O O O O F F
54	Þá vildu allir bæta í , þá vildu allir halda áfram sama flotta starfinu og gera betur .	þá vildu allir bæta í þá vildu allir halda áfram sama flotta starfinu og gera betur	O C O C O O C O C O O O O O C O	þá allir bæta vildu í þá vildu allir halda áfram sama flotta starfinu og gera betur	O O F F O O C O C O O O O O C O
55	En það er nú aldeilis ekki að sjá í þessu fjárlagafrumvarpi og það er skömm að því .	en það er nú aldeilis ekki að sjá í þessu fjárlagafrumvarpi og það er skömm að því	O O C O O O O O C O O O O C O O O	en það er nú aldeilis ekki og það skömm að er því sjá að í þessu fjárlagafrumvarpi	O O C O O O O O O O F O F O O O O
56	Virðulegi forseti . Við gætum kannski aflað meiri tekna .	virðulegi forseti við gætum kannski aflað meiri tekna	O O O C O C O O	virðulegi forseti gætum við aflað kannski meiri tekna	O O F O F O O O
57	Ég veit ekki hvort þess þarf , ég held að það þurfi bara að forgangsraða öðruvísi .	ég veit ekki hvort þess þarf ég held að það þurfi bara að forgangsraða öðruvísi	O C O O O C O C O O C O O C O	ég veit ekki þarf hvort þess ég held að þurfi það bara að forgangsraða öðruvísi	O C O F O O O C O F O O O C O
58	Mér verður tíðrætt um þessa 80 milljarða sem fara í skuldaniðurfellingu .	mér verður tíðrætt um þessa 80 milljarða sem fara í skuldaniðurfellingu	O C O O O O O O C O O	mér verður tíðrætt um þessa 80 milljarða sem fara í skuldaniðurfellingu	O C O O O O O O C O O
59	Ég hefði gjarnan viljað sjá þá fara í innviði og í lækkun skulda .	ég hefði gjarnan viljað sjá þá fara í innviði og í lækkun skulda	O C O C C O C O O O O O O	ég sjá hefði gjarnan viljað þá fara í innviði og í lækkun skulda	O F F O F O C O O O O O O
60	Ég hefði gjarnan viljað sjá vaxtakostnaðinn lækka hjá ríkinu .	ég hefði gjarnan viljað sjá vaxtakostnaðinn lækka hjá ríkinu	O C O C C O C O O	ég gjarnan sjá viljað hefði vaxtakostnaðinn lækka hjá ríkinu	O O F C F O C O O
61	Ég held að það séu ýmsar aðrar leiðir til að setja hlutina fram svo að þeir séu réttlátari og betur til þess fallnir að þjónusta alla og að mismuna ekki fólki eftir því hvort það á peninga eða ekki .	ég held að það séu ýmsar aðrar leiðir til að setja hlutina fram svo að þeir séu réttlátari og betur til þess fallnir að þjónusta alla og að mismuna ekki fólki eftir því hvort það á peninga eða ekki	O C O O C O O O O O C O O O O O C O O O O O C O C O O O C O O O O O O C O O O	ég held séu að það ýmsar aðrar leiðir til séu að hlutina fram setja svo að þeir réttlátari og betur til þess fallnir að þjónusta alla og að ekki fólki eftir mismuna því hvort það á peninga eða ekki	O C F O O O O O O F O O O F O O O O O O O O C O C O O O O O O F O O O C O O O
62	Það er vegur sem við virðumst vera farin að rata , sem er mjög óhugnanlegt , að við séum komin á þann stað .	það er vegur sem við virðumst vera farin að rata sem er mjög óhugnanlegt að við séum komin á þann stað	O C O O C O O O O O C C C O C O C C O O O	það vegur sem er mjög óhugnanlegt er að sem við virðumst vera farin rata að við séum á þann stað komin	O O O F O O F O O O C C C F O O C O O O F
63	Ég er svo kvöldsvæf , ég held að ég sé orðin þreytt , ég man ekki hver seinni hluti spurningar hv. þingmanns var .	ég er svo kvöldsvæf ég held að ég sé orðin þreytt ég man ekki hver seinni hluti spurningar hv. þingmanns var	O C O O O C O O C C O O C O O O O O O O C	ég svo kvöldsvæf er ég held að ég orðin þreytt sé ég man ekki hver seinni hluti spurningar hv. þingmanns var	O O O F O C O O F O F O C O O O O O O O C
